GeneID	GCWZC	GCWZG	GCWZH	GCWZN	GCWZO	GCWZP	GCWZS	GCWZT	GCWZU	GCWZW	GCWZX
gene_7863	0	0	0	8	25	7	8	9	15	17	36
gene_7864	0	0	0	29	29	15	10	13	19	7	18
gene_7865	0	0	0	3	0	0	1	1	0	0	1
gene_7866	0	0	0	28	25	14	13	22	25	8	27
gene_7867	0	0	0	16	9	6	6	9	6	4	10
gene_7868	0	0	0	134	92	29	15	15	49	35	93
gene_7869	0	0	0	61	49	20	17	13	26	13	49
gene_787	0	0	0	41	36	13	10	13	20	18	63
gene_7870	0	0	0	2	1	8	10	7	21	2	11
gene_7871	0	0	0	116	85	39	21	33	38	19	67
gene_7872	0	0	0	48	27	12	13	12	16	4	41
gene_7873	0	0	0	0	0	0	0	2	0	0	0
gene_7874	0	0	0	287	173	83	80	77	122	59	216
gene_7875	0	0	0	142	135	66	40	41	36	29	53
gene_7876	0	0	0	200	191	106	67	64	119	43	161
gene_7877	0	0	0	10	15	8	0	4	6	3	6
gene_7878	0	0	0	23	11	21	12	14	20	17	34
gene_7879	0	0	0	46	49	16	14	12	18	7	37
gene_788	0	0	0	85	87	24	21	34	23	19	55
gene_7880	0	0	0	23	7	6	12	11	25	7	38
gene_7881	0	0	0	11	6	7	2	9	13	4	14
gene_7882	1	0	0	274	252	55	47	78	94	53	157
gene_7883	0	0	0	46	28	3	4	11	12	3	22
gene_7884	0	0	0	14	7	5	7	6	4	4	14
gene_7885	0	0	0	6	2	0	1	2	2	1	3
gene_7886	0	0	0	3	2	0	1	2	2	0	0
gene_7887	0	0	0	0	0	0	0	0	0	0	1
gene_7888	0	0	0	36	30	19	10	16	23	15	45
gene_7889	0	0	0	0	0	0	0	0	0	0	0
gene_789	0	0	0	41	21	8	6	8	10	11	18
gene_7890	0	0	0	19	19	4	6	9	11	4	16
gene_7891	0	0	0	7	14	2	1	1	0	1	5
gene_7892	0	0	0	37	35	17	11	12	23	8	35
gene_7893	0	0	0	7	1	6	7	6	3	3	5
gene_7894	0	0	0	2	2	0	0	6	1	2	7
gene_7895	0	0	0	0	0	0	0	0	0	0	0
gene_7896	0	0	0	22	21	3	10	6	3	2	12
gene_7897	0	0	0	0	0	0	0	0	0	0	0
gene_7898	0	0	0	25	11	6	4	7	6	6	6
gene_7899	0	0	0	14	20	6	3	2	5	2	3
gene_79	0	0	0	47	32	11	5	13	11	13	23
gene_790	0	0	0	37	19	16	8	14	12	6	30
gene_7900	0	0	0	22	12	3	6	3	6	3	13
gene_7901	0	0	0	31	30	20	21	23	28	22	54
gene_7902	0	0	0	1	2	1	1	1	0	3	1
gene_7903	0	0	0	1	1	0	1	0	0	1	3
gene_7904	0	0	0	0	0	0	0	0	0	0	0
gene_7905	0	0	0	24	29	11	10	13	11	6	37
gene_7906	0	0	0	2	1	1	0	2	2	1	0
gene_7907	0	0	0	0	0	0	0	0	0	0	0
gene_7908	0	0	0	36	16	14	21	14	30	17	73
gene_7909	0	0	0	133	83	39	35	37	63	27	108
gene_791	0	0	0	58	37	13	20	28	12	12	45
gene_7910	0	0	0	0	0	0	0	0	0	0	0
gene_7911	0	0	0	0	0	0	0	0	0	0	0
gene_7912	0	0	0	0	1	0	0	1	0	0	0
gene_7913	0	0	0	74	50	11	13	14	27	13	48
gene_7914	0	0	0	5	2	2	0	4	4	0	3
gene_7915	0	0	0	67	48	48	21	45	55	21	79
gene_7916	0	0	0	21	18	16	18	15	19	5	28
gene_7917	0	0	0	7	4	7	4	1	4	5	6
gene_7918	0	0	0	208	124	67	49	64	64	43	150
gene_7919	0	0	0	0	0	0	0	0	0	0	0
gene_792	0	0	0	33	18	15	5	14	15	7	22
gene_7920	0	0	0	2	1	2	0	2	0	0	2
gene_7921	0	0	0	10	11	8	5	7	9	7	19
gene_7922	0	0	0	26	22	10	11	9	12	7	33
gene_7923	0	0	0	173	122	33	44	48	66	28	99
gene_7924	0	0	0	2	0	2	5	6	4	0	9
gene_7925	0	0	0	20	24	4	2	6	2	3	9
gene_7926	0	0	0	8	5	5	2	0	1	2	15
gene_7927	0	0	0	264	164	103	73	86	105	65	214
gene_7928	0	0	0	83	93	46	39	34	35	25	62
gene_7929	0	0	0	71	49	25	14	21	21	15	49
gene_793	0	0	0	170	85	33	26	39	58	37	86
gene_7930	0	0	0	0	0	0	0	0	0	0	0
gene_7931	0	0	0	27	31	8	11	18	15	12	38
gene_7932	0	0	0	14	6	14	17	16	16	11	23
gene_7933	0	0	0	60	56	29	19	29	45	21	50
gene_7934	0	0	0	19	8	5	1	6	7	1	9
gene_7935	0	0	0	30	17	2	5	14	7	7	36
gene_7936	0	0	0	8	10	5	3	5	8	1	11
gene_7937	0	0	0	0	0	0	0	0	0	0	0
gene_7938	0	0	0	0	0	0	0	0	0	0	0
gene_7939	0	0	0	1	1	0	1	1	1	0	2
gene_794	0	0	0	1	1	2	1	0	0	0	4
gene_7940	0	0	0	21	23	5	5	6	4	2	18
gene_7941	0	0	0	5	6	1	0	0	0	1	8
gene_7942	0	0	0	48	36	33	7	10	31	10	33
gene_7943	0	0	0	12	3	4	1	3	0	1	6
gene_7944	0	0	0	0	0	3	0	0	0	1	3
gene_7945	0	0	0	622	313	163	120	189	228	124	492
gene_7946	0	0	0	0	1	0	0	0	1	0	0
gene_7947	0	0	0	0	0	0	0	0	0	0	0
gene_7948	0	0	0	33	20	9	7	22	12	10	35
gene_7949	0	0	0	19	25	10	8	12	21	7	39
gene_795	0	0	0	15	10	4	5	9	10	1	16
gene_7950	0	0	0	8	1	3	4	3	6	2	11
gene_7951	0	0	0	89	57	25	21	36	22	6	49
gene_7952	0	0	0	4	2	1	0	2	3	0	7
gene_7953	0	0	0	0	0	0	0	1	0	0	0
gene_7954	0	0	0	66	36	22	15	22	29	16	32
gene_7955	0	0	0	0	0	0	0	0	0	0	0
gene_7956	0	0	0	0	0	0	0	0	0	0	0
gene_7957	0	0	0	0	0	0	0	0	0	0	0
gene_7958	0	0	0	37	15	7	4	9	13	4	22
gene_7959	0	0	0	234	126	75	60	109	84	42	136
gene_796	0	0	0	0	0	0	0	0	0	0	0
gene_7960	0	0	0	122	48	31	22	32	42	20	57
gene_7961	0	0	0	2	5	6	2	2	9	12	1
gene_7962	0	0	0	74	27	33	25	15	34	7	44
gene_7963	0	0	0	70	47	20	33	51	42	30	98
gene_7964	0	0	0	9	4	1	6	5	4	3	4
gene_7965	0	0	0	67	40	17	20	23	22	16	50
gene_7966	0	0	0	0	0	0	0	0	0	0	0
gene_7967	0	0	0	217	163	37	16	28	19	15	29
gene_7968	0	0	0	63	41	17	13	14	19	11	40
gene_7969	0	0	0	0	0	0	0	0	0	0	0
gene_797	0	0	0	6	4	4	2	3	3	2	0
gene_7970	0	0	0	7	7	1	0	2	7	1	2
gene_7971	0	0	0	35	30	13	12	9	17	7	24
gene_7972	0	0	0	1	1	1	3	0	0	0	0
gene_7973	0	0	0	6	5	2	5	4	3	0	3
gene_7974	0	0	0	15	7	2	7	6	7	1	10
gene_7975	0	0	0	3	2	2	4	6	1	4	4
gene_7976	0	0	0	1	1	0	0	1	1	0	2
gene_7977	0	0	0	8	2	2	3	4	3	2	12
gene_7978	0	0	0	151	103	70	60	60	52	61	168
gene_7979	0	0	0	10	1	1	1	5	3	1	4
gene_798	0	0	0	22	16	11	7	8	15	9	31
gene_7980	0	0	0	0	0	0	0	0	0	0	0
gene_7981	0	0	0	56	48	15	17	19	21	16	45
gene_7982	0	0	0	5	3	2	1	2	0	3	2
gene_7983	0	0	0	27	32	10	6	4	5	2	21
gene_7984	0	0	0	123	133	23	10	26	43	10	78
gene_7985	0	0	0	0	0	0	0	0	0	0	0
gene_7986	0	0	0	0	0	0	0	0	0	0	0
gene_7987	0	0	0	0	0	0	0	0	0	0	0
gene_7988	0	0	0	23	5	36	37	24	41	33	73
gene_7989	0	0	0	17	15	7	5	7	12	4	12
gene_799	0	0	0	3	4	0	1	1	2	0	4
gene_7990	0	0	0	9	6	4	3	5	4	3	8
gene_7991	0	0	0	46	39	34	16	31	41	29	59
gene_7992	0	0	0	7	7	2	7	8	3	8	9
gene_7993	0	0	0	4	0	0	1	0	1	0	2
gene_7994	0	0	0	56	45	22	18	25	38	6	36
gene_7995	0	0	0	46	29	6	6	8	17	10	33
gene_7996	0	0	0	35	21	18	13	24	25	8	35
gene_7997	0	0	0	2	0	0	1	1	1	0	0
gene_7998	0	0	0	7	4	5	1	2	5	0	5
gene_7999	0	0	0	0	0	0	0	0	0	0	0
gene_8	0	0	0	0	0	0	0	0	0	0	1
gene_80	0	0	0	102	59	22	29	23	19	25	67
gene_800	0	0	0	26	20	10	13	8	9	6	24
gene_8000	0	0	0	0	0	0	0	0	0	0	0
gene_8001	0	0	0	1	0	0	1	0	0	0	2
gene_8002	0	0	0	0	0	0	0	0	0	0	0
gene_8003	0	0	0	58	37	20	15	24	27	8	40
gene_8004	0	0	0	93	41	41	13	26	28	14	55
gene_8005	0	0	0	7	11	4	6	5	2	4	5
gene_8006	0	0	0	29	20	8	7	14	9	7	21
gene_8007	0	0	0	0	1	0	0	0	0	0	0
gene_8008	0	0	0	5	4	1	2	2	2	1	1
gene_8009	0	0	0	25	25	11	17	12	7	6	24
gene_801	0	0	0	102	75	25	10	22	23	18	58
gene_8010	0	0	0	0	0	0	0	0	0	0	0
gene_8011	0	0	0	0	0	0	0	0	0	0	0
gene_8012	0	0	0	8	13	0	0	1	1	0	1
gene_8013	0	0	0	7	9	0	0	1	0	0	3
gene_8014	0	0	0	68	45	26	32	36	24	8	88
gene_8015	0	0	0	0	1	0	0	0	0	0	1
gene_8016	0	0	0	45	17	9	6	7	16	12	23
gene_8017	0	0	0	6	4	3	0	1	4	0	15
gene_8018	0	0	0	39	6	10	7	7	14	5	10
gene_8019	0	0	0	0	0	0	0	0	0	0	0
gene_802	0	0	0	84	146	28	15	33	29	4	49
gene_8020	0	0	0	1	1	1	0	1	0	0	0
gene_8021	0	0	0	55	36	8	6	27	16	9	37
gene_8022	0	0	0	8	1	0	1	1	0	4	7
gene_8023	0	0	0	17	17	6	7	10	3	1	13
gene_8024	0	0	0	39	27	29	11	24	12	6	20
gene_8025	0	0	0	77	39	22	22	25	26	11	54
gene_8026	0	0	0	128	120	23	22	43	36	9	80
gene_8027	0	0	0	5	9	2	7	2	13	3	8
gene_8028	0	0	0	101	83	39	33	36	64	35	102
gene_8029	0	0	0	10	3	2	7	7	11	5	19
gene_803	0	0	0	11	9	3	4	3	4	0	8
gene_8030	0	0	0	0	0	1	0	0	0	1	1
gene_8031	0	0	0	2	2	1	0	0	0	1	2
gene_8032	0	0	0	32	26	9	11	7	10	3	19
gene_8033	0	0	0	213	221	57	36	43	91	36	146
gene_8034	0	0	0	52	51	13	10	16	34	15	28
gene_8035	0	0	0	40	43	20	18	27	13	9	63
gene_8036	0	0	0	115	83	109	81	82	222	110	199
gene_8037	0	0	0	15	8	3	5	0	5	3	10
gene_8038	0	0	0	10	17	9	10	7	18	12	36
gene_8039	0	0	0	3	1	2	2	2	0	0	2
gene_804	1	0	0	53	49	12	5	12	15	8	30
gene_8040	0	0	0	1	1	4	3	5	1	1	4
gene_8041	0	0	0	95	83	54	43	27	71	38	141
gene_8042	0	0	0	1	3	1	0	0	2	1	2
gene_8043	0	0	0	28	18	5	5	14	13	13	18
gene_8044	0	0	0	18	21	4	4	0	0	5	3
gene_8045	0	0	0	0	0	0	0	0	0	0	0
gene_8046	0	0	0	69	37	21	23	31	50	15	27
gene_8047	0	0	0	21	22	2	2	8	3	6	15
gene_8048	0	0	0	28	27	12	8	16	8	5	27
gene_8049	0	0	0	5	3	1	0	0	19	13	1
gene_805	0	0	0	4	2	3	0	3	0	1	3
gene_8050	0	0	0	105	83	24	30	45	42	21	75
gene_8051	0	0	0	144	120	25	12	22	16	15	47
gene_8052	0	0	0	13	31	5	13	9	16	11	36
gene_8053	0	0	0	23	21	12	8	17	8	5	26
gene_8054	0	0	0	9	3	10	14	17	10	7	17
gene_8055	0	0	0	8	4	2	2	3	1	0	3
gene_8056	0	0	0	90	70	28	21	30	39	23	80
gene_8057	0	0	0	0	0	0	0	0	0	0	0
gene_8058	0	0	0	37	26	9	17	21	7	10	30
gene_8059	0	0	0	4	8	3	0	0	4	3	6
gene_806	0	0	0	12	3	7	2	5	1	1	7
gene_8060	0	0	0	0	2	1	0	0	0	0	1
gene_8061	0	0	0	2	2	74	34	14	95	37	68
gene_8062	0	0	0	0	0	0	0	0	0	0	0
gene_8063	0	0	0	0	0	0	0	0	0	0	0
gene_8064	0	0	0	58	44	20	17	24	27	19	64
gene_8065	0	0	0	0	0	1	2	6	5	3	12
gene_8066	0	0	0	510	344	51	75	90	207	33	813
gene_8067	0	0	0	29	30	38	23	35	51	25	80
gene_8068	0	0	0	0	0	0	0	0	0	0	0
gene_8069	0	0	0	3	0	2	3	3	9	0	4
gene_807	0	0	0	35	30	10	12	19	17	8	36
gene_8070	0	0	0	1	0	1	0	0	1	0	0
gene_8071	0	0	0	3	5	4	5	6	2	0	5
gene_8072	0	0	0	31	18	5	4	10	6	3	8
gene_8073	0	0	0	1	0	0	1	2	1	0	1
gene_8074	0	0	0	8	2	2	4	7	6	3	10
gene_8075	0	0	0	66	34	19	27	31	32	19	55
gene_8076	0	0	0	45	53	11	7	12	14	9	26
gene_8077	0	0	0	149	94	36	33	31	54	28	67
gene_8078	0	0	0	26	22	14	14	8	6	11	28
gene_8079	0	0	0	0	0	0	0	1	0	0	0
gene_808	0	0	0	2	0	0	0	0	0	0	2
gene_8080	0	0	0	0	0	0	0	0	0	0	0
gene_8081	0	0	0	44	26	12	9	8	7	4	18
gene_8082	0	0	0	3	6	0	3	3	3	3	1
gene_8083	0	0	0	24	17	9	6	7	7	4	13
gene_8084	0	0	0	76	62	53	37	52	65	33	139
gene_8085	0	0	0	3	2	0	0	1	3	0	4
gene_8086	0	0	0	13	14	3	4	5	2	3	21
gene_8087	0	0	0	60	69	7	15	15	8	9	41
gene_8088	0	0	0	33	15	17	6	9	19	8	30
gene_8089	0	0	0	45	39	8	7	6	15	12	31
gene_809	0	0	0	190	193	55	30	66	69	53	144
gene_8090	0	0	0	69	62	12	8	11	16	13	32
gene_8091	0	0	0	8	14	0	1	1	14	1	5
gene_8092	0	0	0	17	12	3	7	4	4	1	20
gene_8093	0	0	0	59	40	28	16	23	29	13	62
gene_8094	0	0	0	1	0	0	0	2	0	0	1
gene_8095	0	0	0	0	0	0	0	0	0	0	0
gene_8096	0	0	0	0	0	0	0	0	0	0	0
gene_8097	0	0	0	0	0	1	0	0	0	0	0
gene_8098	0	0	0	10	4	3	1	1	3	3	4
gene_8099	0	0	0	0	1	2	1	0	3	1	2
gene_81	0	0	0	10	3	5	4	2	3	1	1
gene_810	0	0	0	13	21	3	2	2	5	3	11
gene_8100	0	0	0	7	1	0	1	0	0	0	0
gene_8101	0	0	0	19	13	6	6	17	9	4	28
gene_8102	0	0	0	0	0	0	0	0	0	0	0
gene_8103	0	0	0	4	5	2	2	3	2	1	3
gene_8104	0	0	0	42	41	10	9	14	16	5	25
gene_8105	0	0	0	1	2	0	0	0	2	0	2
gene_8106	0	0	0	3	3	0	0	0	1	0	1
gene_8107	0	0	0	16	7	16	8	11	9	6	15
gene_8108	0	0	0	0	1	0	0	5	1	0	4
gene_8109	0	0	0	0	0	0	0	0	0	0	0
gene_811	0	0	0	106	81	10	13	30	25	7	42
gene_8110	0	0	0	3	1	0	0	0	2	0	5
gene_8111	0	0	0	2	2	3	4	2	0	2	5
gene_8112	0	0	0	0	0	0	0	0	0	0	0
gene_8113	0	0	0	0	0	0	0	0	0	0	0
gene_8114	0	0	0	5	2	1	1	3	2	2	7
gene_8115	0	0	0	27	24	20	5	3	14	6	21
gene_8116	0	0	0	104	79	31	16	31	34	16	54
gene_8117	0	0	0	7	2	0	0	2	0	1	0
gene_8118	0	0	0	274	161	106	90	82	141	70	237
gene_8119	0	0	0	102	69	25	31	22	57	28	108
gene_812	0	0	0	7	9	5	1	0	2	1	6
gene_8120	0	0	0	30	22	7	4	5	17	9	20
gene_8121	0	0	0	12	8	4	3	4	1	0	10
gene_8122	0	0	0	11	4	13	10	18	16	11	24
gene_8123	0	0	0	3	5	1	0	4	2	0	6
gene_8124	0	0	0	97	115	38	23	46	54	12	78
gene_8125	0	0	0	9	6	8	21	8	17	13	10
gene_8126	0	0	0	327	182	42	43	68	35	19	94
gene_8127	0	0	0	6	4	1	0	2	3	1	7
gene_8128	0	0	0	3	4	7	4	10	21	13	32
gene_8129	0	0	0	0	1	1	0	1	0	0	2
gene_813	0	0	0	36	25	12	9	24	10	6	41
gene_8130	0	0	0	102	57	35	24	42	50	47	129
gene_8131	0	0	0	19	20	5	1	5	8	5	23
gene_8132	0	0	0	7	9	4	2	2	3	2	5
gene_8133	0	0	0	216	188	111	73	97	144	79	245
gene_8134	0	0	0	9	7	7	6	4	7	6	3
gene_8135	0	0	0	0	0	0	0	0	0	0	0
gene_8136	0	0	0	16	9	15	2	8	21	8	26
gene_8137	0	0	0	14	8	5	5	3	9	4	17
gene_8138	0	0	0	10	8	14	19	14	20	7	24
gene_8139	0	0	0	9	16	1	1	4	2	2	9
gene_814	0	0	0	0	0	0	0	0	0	0	0
gene_8140	0	0	0	0	2	0	0	0	2	0	1
gene_8141	0	0	0	61	29	22	16	20	59	35	83
gene_8142	0	0	0	1	2	0	1	3	0	0	4
gene_8143	0	0	0	0	0	0	0	0	0	0	0
gene_8144	0	0	0	6	7	0	1	2	1	0	3
gene_8145	0	0	0	22	15	3	2	4	4	3	5
gene_8146	0	0	0	3	7	2	1	5	1	0	6
gene_8147	0	0	0	44	48	5	14	11	9	7	34
gene_8148	0	0	0	20	19	5	3	5	2	0	4
gene_8149	0	0	0	32	31	15	6	10	16	5	26
gene_815	0	0	0	8	5	0	0	0	1	2	4
gene_8150	0	0	0	5	8	0	2	0	3	1	7
gene_8151	0	0	0	33	29	12	13	17	18	10	39
gene_8152	0	0	0	7	0	1	2	3	4	0	2
gene_8153	0	0	0	106	34	25	33	25	60	40	165
gene_8154	0	0	0	90	61	29	18	26	25	15	49
gene_8155	0	0	0	323	275	92	74	114	146	70	194
gene_8156	0	0	0	53	52	14	11	23	26	17	43
gene_8157	0	0	0	91	46	59	60	53	72	65	165
gene_8158	0	0	0	90	62	28	71	27	106	37	111
gene_8159	0	0	0	89	108	84	86	83	94	57	148
gene_816	0	0	0	31	38	6	5	4	8	5	11
gene_8160	0	0	0	66	49	18	23	26	29	6	58
gene_8161	0	0	0	98	115	50	43	40	68	33	89
gene_8162	0	0	0	12	16	6	3	6	7	3	8
gene_8163	0	0	0	0	0	1	0	1	0	1	0
gene_8164	0	0	0	0	0	0	0	0	0	0	0
gene_8165	0	0	0	27	25	17	10	15	23	9	29
gene_8166	0	0	0	46	30	9	12	16	11	13	54
gene_8167	0	0	0	1	0	1	0	1	3	0	2
gene_8168	0	0	0	70	56	33	24	36	28	11	88
gene_8169	0	0	0	19	8	5	4	3	20	2	23
gene_817	0	0	0	23	29	12	12	14	14	5	23
gene_8170	0	0	0	51	40	17	12	19	36	12	34
gene_8171	0	0	0	0	1	0	0	0	0	0	0
gene_8172	0	0	0	1	0	0	0	1	1	1	3
gene_8173	0	0	0	9	11	8	2	5	9	3	13
gene_8174	0	0	0	28	30	8	11	15	3	3	14
gene_8175	0	0	0	40	21	9	10	10	12	6	28
gene_8176	0	0	0	8	6	2	0	1	0	2	5
gene_8177	0	0	0	19	6	2	5	2	4	1	3
gene_8178	0	0	0	0	0	0	0	0	0	0	0
gene_8179	0	0	0	37	29	12	5	9	12	5	25
gene_818	0	0	0	295	177	177	134	142	211	139	380
gene_8180	0	0	0	13	7	4	15	6	40	54	5
gene_8181	0	0	0	51	43	21	12	18	18	9	32
gene_8182	0	0	0	4	1	1	0	0	0	0	2
gene_8183	0	0	0	3	2	1	1	1	5	0	7
gene_8184	0	0	0	12	7	1	0	4	6	1	5
gene_8185	0	0	0	140	93	74	66	106	85	40	224
gene_8186	0	0	0	2	2	3	1	1	3	1	5
gene_8187	0	0	0	7	8	4	1	6	3	0	11
gene_8188	0	0	0	1	5	1	0	2	1	0	1
gene_8189	0	0	0	0	0	0	0	0	0	0	0
gene_819	0	0	0	13	5	1	4	10	5	4	5
gene_8190	0	0	0	2	1	1	1	1	0	0	0
gene_8191	0	0	0	0	0	0	0	0	0	0	0
gene_8192	0	0	0	0	0	0	0	0	0	0	0
gene_8193	0	0	0	59	45	12	9	21	25	6	26
gene_8194	0	0	0	0	0	0	0	0	0	0	0
gene_8195	0	0	0	0	0	0	0	0	0	0	0
gene_8196	0	0	0	48	29	9	17	12	21	14	41
gene_8197	0	0	0	79	63	18	33	30	40	27	108
gene_8198	0	0	0	9	14	5	4	7	7	3	8
gene_8199	0	0	0	28	30	17	11	10	13	5	21
gene_82	0	0	0	185	156	54	49	53	87	59	143
gene_820	0	0	0	17	22	4	2	3	4	1	8
gene_8200	0	0	0	23	22	6	4	10	11	4	24
gene_8201	0	0	0	14	8	2	2	3	5	3	13
gene_8202	0	0	0	21	10	11	7	3	11	3	6
gene_8203	0	0	0	33	25	14	6	5	12	2	19
gene_8204	0	0	0	5	2	1	0	1	0	0	0
gene_8205	0	0	0	18	15	8	11	3	9	4	7
gene_8206	0	0	0	16	14	4	6	7	12	1	11
gene_8207	0	0	0	1	10	4	3	1	7	5	19
gene_8208	0	0	0	1	0	14	15	18	53	41	354
gene_8209	0	0	0	20	18	4	1	5	5	4	7
gene_821	0	0	0	19	21	5	7	7	8	3	19
gene_8210	0	0	0	11	8	1	4	2	4	1	10
gene_8211	0	0	0	3	3	3	1	2	2	2	7
gene_8212	0	0	0	36	26	19	11	23	17	18	48
gene_8213	0	0	0	4	2	0	1	3	1	1	1
gene_8214	0	0	0	10	7	7	4	3	1	8	5
gene_8215	0	0	0	132	120	37	30	28	52	30	112
gene_8216	0	0	0	9	3	0	4	4	3	0	10
gene_8217	0	0	0	14	21	3	3	3	0	2	6
gene_8218	0	0	0	34	16	10	6	8	6	6	14
gene_8219	0	0	0	9	8	1	0	4	4	1	4
gene_822	0	0	0	387	235	50	39	72	46	21	137
gene_8220	0	0	0	38	33	17	2	15	20	7	22
gene_8221	0	0	0	14	11	17	16	8	22	25	38
gene_8222	0	0	0	5	1	1	1	0	1	0	1
gene_8223	0	0	0	2	5	3	7	0	3	2	6
gene_8224	0	0	0	0	0	1	0	0	0	0	0
gene_8225	0	0	0	435	268	102	63	136	145	49	326
gene_8226	0	0	0	0	0	1	0	0	0	0	0
gene_8227	0	0	0	0	1	0	0	0	0	0	3
gene_8228	0	0	0	20	16	4	6	3	4	3	5
gene_8229	0	0	0	0	0	0	0	1	0	0	1
gene_823	0	0	0	46	40	11	10	11	17	9	18
gene_8230	0	0	0	3	1	0	1	0	3	2	2
gene_8231	0	0	0	41	31	17	5	7	17	13	36
gene_8232	0	0	0	9	3	2	3	6	3	3	2
gene_8233	0	0	0	19	14	4	4	5	4	6	16
gene_8234	0	0	0	0	0	0	0	0	0	0	0
gene_8235	0	0	0	1	0	0	0	0	2	0	0
gene_8236	0	0	0	84	29	21	12	15	14	13	43
gene_8237	0	0	0	78	69	16	11	23	11	10	54
gene_8238	0	0	0	35	40	5	7	7	6	5	13
gene_8239	0	0	0	24	22	4	7	5	11	8	14
gene_824	0	0	0	77	49	26	17	29	29	11	68
gene_8240	0	0	0	29	17	10	6	8	13	8	21
gene_8241	0	0	0	64	45	31	20	46	44	34	81
gene_8242	0	0	0	0	0	0	1	0	1	0	0
gene_8243	0	0	0	15	13	9	13	18	14	3	39
gene_8244	0	0	0	2	0	0	1	1	0	0	1
gene_8245	0	0	0	15	9	2	0	0	1	1	2
gene_8246	0	0	0	258	210	27	9	20	24	10	53
gene_8247	0	0	0	35	19	11	9	12	11	6	27
gene_8248	0	0	0	29	27	16	10	13	11	6	26
gene_8249	0	0	0	4	4	3	0	1	1	3	3
gene_825	0	0	0	51	37	12	10	13	13	7	35
gene_8250	0	0	0	98	63	40	18	25	46	20	68
gene_8251	0	0	0	0	0	0	0	0	0	0	0
gene_8252	0	0	0	12	7	2	1	6	6	3	10
gene_8253	0	0	0	40	40	16	9	12	12	19	36
gene_8254	0	0	0	4	6	1	3	3	2	3	3
gene_8255	0	0	0	5	0	2	0	1	1	0	3
gene_8256	0	0	0	24	20	9	6	7	4	3	11
gene_8257	0	0	0	320	282	99	96	77	115	51	268
gene_8258	0	0	0	3	4	1	1	4	8	1	2
gene_8259	0	0	0	0	0	0	0	0	0	0	0
gene_826	0	0	0	254	153	63	23	35	71	27	121
gene_8260	0	0	0	0	0	0	0	0	0	0	0
gene_8261	0	0	0	60	33	12	12	14	21	7	32
gene_8262	0	0	0	58	26	17	15	23	29	12	42
gene_8263	0	0	0	36	21	12	15	3	18	9	30
gene_8264	0	0	0	1	0	0	0	0	2	0	1
gene_8265	0	0	0	23	25	6	7	6	9	3	18
gene_8266	0	0	0	60	24	43	38	50	36	10	88
gene_8267	0	0	0	134	66	44	57	69	46	31	131
gene_8268	0	0	0	4	4	1	0	1	1	2	2
gene_8269	0	0	0	5	9	1	5	2	7	0	5
gene_827	0	0	0	11	8	1	1	2	2	0	10
gene_8270	0	0	0	20	28	9	8	10	16	6	33
gene_8271	0	0	0	165	101	51	25	41	41	25	105
gene_8272	0	0	0	9	3	1	3	1	0	0	5
gene_8273	0	0	0	0	0	0	0	0	0	0	1
gene_8274	0	0	0	5	5	10	16	30	9	4	19
gene_8275	0	0	0	1	2	2	0	1	1	1	1
gene_8276	0	0	0	0	0	1	0	1	0	0	0
gene_8277	0	0	0	0	0	0	0	0	0	0	0
gene_8278	0	0	0	14	4	7	13	2	7	10	21
gene_8279	0	0	0	14	29	4	2	3	7	6	4
gene_828	0	0	0	33	32	8	9	15	19	5	27
gene_8280	0	0	0	36	39	11	4	13	15	7	26
gene_8281	0	0	0	3	7	10	2	2	9	2	9
gene_8282	0	0	0	6	4	2	1	2	1	0	3
gene_8283	0	0	0	2	9	1	2	1	2	2	3
gene_8284	0	0	0	4	2	0	1	0	0	0	0
gene_8285	0	0	0	37	17	3	2	5	7	9	12
gene_8286	0	0	0	25	23	10	4	7	25	8	21
gene_8287	0	0	0	0	0	0	0	0	0	0	0
gene_8288	0	0	0	67	78	17	16	19	30	15	46
gene_8289	0	0	0	18	14	8	3	4	8	4	10
gene_829	0	0	0	192	165	62	69	76	95	56	143
gene_8290	0	0	0	9	7	1	0	0	4	1	2
gene_8291	0	0	0	89	68	21	14	18	21	2	37
gene_8292	0	0	0	41	28	6	10	10	18	5	35
gene_8293	0	0	0	2	3	0	1	1	1	1	3
gene_8294	0	0	0	8	13	4	0	4	3	6	8
gene_8295	0	0	0	82	51	23	3	23	28	14	32
gene_8296	0	0	0	3	3	0	0	0	3	2	0
gene_8297	0	0	0	106	98	31	15	27	15	24	53
gene_8298	0	0	0	18	11	4	4	4	3	3	5
gene_8299	0	0	0	231	262	106	68	108	118	59	251
gene_83	0	0	0	41	68	16	5	13	22	14	23
gene_830	0	0	0	0	0	0	0	0	0	0	0
gene_8300	0	0	0	3	2	5	3	3	1	1	4
gene_8301	0	0	0	8	13	2	1	2	6	3	10
gene_8302	0	0	0	2	8	1	4	2	1	1	12
gene_8303	0	0	0	128	62	21	18	33	29	13	48
gene_8304	0	0	0	36	24	10	10	11	17	5	16
gene_8305	0	0	0	129	83	85	69	56	91	41	169
gene_8306	0	0	0	11	7	3	2	2	2	2	12
gene_8307	0	0	0	48	29	10	16	21	33	11	43
gene_8308	0	0	0	7	3	3	2	0	2	1	4
gene_8309	0	0	0	7	6	2	1	0	4	0	0
gene_831	0	0	0	160	87	98	56	69	98	30	170
gene_8310	0	0	0	0	0	0	0	0	0	0	0
