GeneID	GGAYA	GGAYB	GGAYC	GGAYG	GGAYH	GGAYS	GGAYT	GGAYU	GGAYW	GGAYN	GGAYO	GGAYP
gene_8123	0	0	0	2	5	2	5	4	0	0	3	0
gene_8124	0	0	0	77	111	37	43	48	50	19	88	84
gene_8125	0	0	0	6	2	2	19	19	2	5	11	11
gene_8126	0	0	0	95	156	68	41	87	36	19	44	55
gene_8127	0	0	0	2	1	2	0	1	1	0	1	2
gene_8128	0	0	0	6	3	6	13	4	10	15	13	16
gene_8129	0	0	0	0	0	0	0	0	0	0	0	0
gene_813	0	0	0	11	20	17	12	20	17	5	9	22
gene_8130	0	0	0	44	44	25	42	59	39	38	38	85
gene_8131	0	0	0	20	31	17	10	15	5	7	14	10
gene_8132	0	0	0	6	5	6	0	6	1	2	3	2
gene_8133	0	0	0	98	142	101	103	172	100	93	176	214
gene_8134	0	0	0	3	3	8	11	12	3	5	5	2
gene_8135	0	0	0	0	0	0	0	0	0	0	0	0
gene_8136	0	0	0	16	13	7	8	13	6	9	28	24
gene_8137	0	0	0	10	10	6	3	10	4	13	10	19
gene_8138	0	0	0	1	5	7	12	15	6	10	11	18
gene_8139	0	0	0	4	8	3	3	5	3	0	7	7
gene_814	0	0	0	0	0	0	0	0	0	0	0	0
gene_8140	0	0	0	1	0	2	0	0	0	0	0	0
gene_8141	0	0	0	20	25	14	25	28	16	46	45	71
gene_8142	0	0	0	1	0	0	0	4	1	0	0	1
gene_8143	0	0	0	0	0	0	1	0	0	0	0	0
gene_8144	0	0	0	0	2	3	2	4	1	0	3	3
gene_8145	0	0	0	6	11	6	5	11	3	2	7	8
gene_8146	0	0	0	1	3	1	2	1	2	1	3	7
gene_8147	0	0	0	25	35	16	20	21	7	11	21	38
gene_8148	0	0	0	7	7	3	2	4	8	2	2	7
gene_8149	0	0	0	5	21	25	11	16	9	9	26	18
gene_815	0	0	0	0	5	1	2	4	2	1	0	2
gene_8150	1	0	0	2	1	1	3	5	0	0	0	2
gene_8151	0	0	0	13	19	12	22	19	10	8	16	22
gene_8152	0	0	0	1	1	5	3	0	0	0	0	5
gene_8153	0	0	0	23	34	17	32	39	36	40	52	64
gene_8154	0	0	0	26	28	27	29	36	22	23	42	49
gene_8155	0	0	0	178	258	161	127	136	100	92	191	220
gene_8156	0	0	0	16	44	17	26	26	21	15	31	35
gene_8157	0	0	0	51	37	62	73	69	61	66	81	110
gene_8158	0	0	0	49	19	44	16	121	51	52	124	295
gene_8159	0	0	0	50	68	37	57	68	73	129	146	226
gene_816	0	0	0	14	20	9	4	9	13	10	8	15
gene_8160	0	0	0	25	25	14	24	40	30	21	43	47
gene_8161	0	0	0	90	102	69	36	54	44	46	107	102
gene_8162	0	0	0	9	20	9	4	8	4	0	7	13
gene_8163	0	0	0	0	0	1	0	0	0	0	0	1
gene_8164	0	0	0	0	0	0	0	0	0	0	0	0
gene_8165	0	0	0	15	21	13	10	15	11	19	32	26
gene_8166	0	0	0	12	27	13	16	27	10	13	17	23
gene_8167	0	0	0	1	0	4	0	0	1	0	1	1
gene_8168	0	0	0	39	33	25	32	58	28	25	49	61
gene_8169	0	0	0	5	16	7	11	8	5	10	8	18
gene_817	0	0	0	18	16	9	11	17	10	16	17	16
gene_8170	0	0	0	20	28	27	20	33	7	22	38	46
gene_8171	0	0	0	2	0	0	1	1	0	0	0	0
gene_8172	0	0	0	2	0	0	0	1	0	0	1	1
gene_8173	0	0	0	7	7	7	4	12	7	4	5	23
gene_8174	0	0	0	8	23	9	10	10	3	9	4	26
gene_8175	0	0	0	15	17	13	8	18	2	10	8	19
gene_8176	0	0	0	0	4	4	2	2	2	0	1	4
gene_8177	0	0	0	1	3	1	2	5	2	0	3	6
gene_8178	0	0	0	0	0	0	0	0	0	0	0	0
gene_8179	0	0	0	7	19	9	14	10	5	6	20	25
gene_818	0	0	0	105	179	87	176	201	147	166	246	297
gene_8180	0	0	0	3	6	3	62	12	2	21	22	15
gene_8181	0	0	0	43	38	26	11	22	18	11	34	30
gene_8182	0	0	0	4	1	2	0	2	0	0	0	1
gene_8183	0	0	0	0	0	3	2	1	2	2	1	5
gene_8184	0	0	0	7	2	4	2	3	2	2	1	3
gene_8185	0	0	0	77	77	83	69	108	83	64	114	208
gene_8186	0	0	0	3	5	4	1	1	0	3	2	1
gene_8187	0	0	0	2	2	1	0	2	0	1	5	2
gene_8188	0	0	0	1	0	2	1	0	1	1	0	4
gene_8189	0	0	0	0	1	0	0	0	0	0	0	0
gene_819	0	0	0	8	17	2	7	5	4	3	5	19
gene_8190	0	0	0	0	0	0	2	0	0	0	1	0
gene_8191	0	0	0	0	0	0	0	0	0	0	0	0
gene_8192	0	0	0	0	0	0	0	0	0	0	0	0
gene_8193	0	0	0	16	23	20	23	14	9	9	20	34
gene_8194	0	0	0	0	0	0	0	0	0	0	0	0
gene_8195	0	0	0	0	0	0	0	0	0	0	0	0
gene_8196	0	0	0	23	50	25	13	10	23	17	29	48
gene_8197	0	0	0	37	45	22	26	35	46	17	52	89
gene_8198	0	0	0	4	14	6	5	5	2	2	0	12
gene_8199	0	0	0	9	24	10	13	17	8	10	29	24
gene_82	0	0	0	122	165	91	40	57	47	63	114	129
gene_820	0	0	0	8	13	5	3	1	6	2	0	7
gene_8200	0	0	0	7	15	9	8	5	7	7	6	14
gene_8201	0	0	0	3	3	4	1	8	5	5	8	5
gene_8202	0	0	0	8	14	8	13	8	5	19	11	8
gene_8203	0	0	0	26	18	14	6	12	9	9	16	23
gene_8204	0	0	0	2	0	2	4	5	1	1	3	1
gene_8205	0	0	0	8	8	7	6	10	5	4	11	12
gene_8206	0	0	0	1	3	4	5	10	3	1	2	12
gene_8207	0	0	0	4	0	4	2	1	0	1	5	9
gene_8208	0	0	0	0	0	0	20	19	18	28	20	38
gene_8209	0	0	0	8	22	13	2	8	6	2	15	6
gene_821	0	0	0	22	10	2	11	13	4	8	13	18
gene_8210	0	0	0	0	0	2	4	3	4	6	2	10
gene_8211	0	0	0	0	3	0	3	1	1	2	1	7
gene_8212	0	0	0	23	11	14	12	38	19	15	18	43
gene_8213	0	0	0	1	3	0	1	3	1	1	2	1
gene_8214	0	0	0	4	7	3	7	3	1	1	12	7
gene_8215	0	0	0	73	104	47	44	63	35	28	51	81
gene_8216	0	0	0	5	3	3	2	7	4	1	6	8
gene_8217	0	0	0	6	21	9	1	4	2	0	5	1
gene_8218	0	0	0	9	10	14	8	12	7	3	11	15
gene_8219	0	0	0	1	3	1	5	16	3	2	12	3
gene_822	0	0	0	75	200	73	49	109	52	29	60	95
gene_8220	0	0	0	23	27	11	15	26	9	24	28	26
gene_8221	0	0	0	5	11	8	14	20	11	15	24	30
gene_8222	0	0	0	0	0	0	0	0	0	0	2	0
gene_8223	0	0	0	2	4	2	1	8	1	1	7	11
gene_8224	0	0	0	0	0	0	0	0	0	0	0	0
gene_8225	0	0	0	238	200	149	113	188	112	75	110	231
gene_8226	0	0	0	0	1	0	0	0	0	0	0	0
gene_8227	0	0	0	0	2	3	2	0	0	2	0	0
gene_8228	0	0	0	7	12	8	11	1	3	2	8	6
gene_8229	0	0	0	0	0	0	4	0	2	0	0	0
gene_823	0	0	0	15	26	20	8	16	6	9	7	25
gene_8230	0	0	0	3	1	2	0	2	0	0	1	3
gene_8231	0	0	0	24	32	14	11	10	22	11	19	34
gene_8232	0	0	0	0	1	1	1	4	3	0	5	2
gene_8233	0	0	0	5	16	2	4	5	5	6	15	11
gene_8234	0	0	0	0	0	0	0	0	0	0	0	0
gene_8235	0	0	0	0	1	0	0	0	0	0	0	1
gene_8236	0	0	0	16	22	16	18	42	24	13	14	39
gene_8237	0	0	0	21	48	32	8	21	17	11	21	25
gene_8238	0	0	0	18	11	12	7	5	8	6	10	11
gene_8239	0	0	0	17	24	25	9	14	10	2	16	12
gene_824	0	0	0	24	47	30	24	36	25	21	48	50
gene_8240	0	0	0	14	22	9	13	17	13	12	14	13
gene_8241	0	0	0	26	22	25	32	50	34	24	73	67
gene_8242	0	0	0	0	0	0	0	0	1	0	0	1
gene_8243	0	0	0	4	10	5	18	22	12	13	15	29
gene_8244	0	0	0	0	0	0	0	1	0	0	0	0
gene_8245	0	0	0	6	1	1	0	0	1	0	0	0
gene_8246	0	0	0	181	180	95	21	23	37	32	24	35
gene_8247	0	0	0	19	20	15	15	8	15	10	12	30
gene_8248	0	0	0	7	21	8	15	11	13	3	9	30
gene_8249	0	0	0	0	0	0	2	1	0	3	2	4
gene_825	0	0	0	15	34	16	15	20	8	13	20	25
gene_8250	0	0	0	43	76	38	30	41	22	24	41	78
gene_8251	0	0	0	0	0	0	0	0	0	0	0	0
gene_8252	0	0	0	0	3	2	6	3	3	6	1	8
gene_8253	1	0	0	26	35	10	20	27	23	13	38	45
gene_8254	0	0	0	1	4	1	3	6	2	2	4	2
gene_8255	0	0	0	2	1	3	2	1	2	3	2	4
gene_8256	0	0	0	11	7	6	6	12	9	7	13	10
gene_8257	0	0	0	230	301	124	96	112	81	65	134	186
gene_8258	0	0	0	0	0	0	1	0	6	1	2	1
gene_8259	0	0	0	0	0	0	0	0	0	0	0	0
gene_826	0	0	0	57	66	45	40	75	40	44	81	103
gene_8260	0	0	0	0	0	0	0	0	0	0	0	0
gene_8261	0	0	0	26	21	18	20	29	16	15	29	15
gene_8262	0	0	0	20	19	21	18	23	10	13	26	37
gene_8263	0	0	0	15	23	18	10	20	7	11	15	28
gene_8264	0	0	0	0	0	2	0	2	0	0	0	0
gene_8265	0	0	0	8	23	15	11	15	6	7	19	20
gene_8266	0	0	0	10	18	8	32	60	47	36	36	119
gene_8267	0	0	0	22	46	18	48	87	58	48	71	136
gene_8268	0	0	0	2	3	0	0	3	1	1	0	3
gene_8269	0	0	0	8	8	8	0	1	2	3	4	5
gene_827	0	0	0	2	7	1	3	6	0	4	6	8
gene_8270	0	0	0	11	28	9	12	14	12	11	9	23
gene_8271	0	0	0	73	118	42	46	53	33	40	59	71
gene_8272	0	0	0	8	19	7	0	4	2	0	5	8
gene_8273	0	0	0	0	0	0	0	0	0	0	2	0
gene_8274	0	0	0	5	3	3	22	46	18	10	41	21
gene_8275	0	0	0	5	5	2	0	1	0	0	0	2
gene_8276	0	0	0	0	0	0	0	0	0	0	0	0
gene_8277	0	0	0	0	0	0	0	0	0	0	0	0
gene_8278	0	0	0	4	3	3	3	9	6	8	15	20
gene_8279	0	0	0	8	13	7	2	4	7	5	1	10
gene_828	0	0	0	8	19	18	14	11	9	17	20	23
gene_8280	0	0	0	28	31	16	9	24	12	11	16	16
gene_8281	0	0	0	5	9	7	8	5	1	4	9	13
gene_8282	0	0	0	6	1	1	3	2	0	0	4	0
gene_8283	0	0	0	3	1	0	0	0	3	2	3	5
gene_8284	0	0	0	0	0	2	0	0	0	0	0	2
gene_8285	0	0	0	15	20	10	4	2	2	4	7	16
gene_8286	0	0	0	23	21	13	8	9	11	14	15	6
gene_8287	0	0	0	0	0	1	0	0	0	1	0	0
gene_8288	0	0	0	49	71	29	14	28	23	11	29	44
gene_8289	0	0	0	6	5	4	9	11	4	5	14	19
gene_829	0	0	0	130	175	104	59	103	65	63	141	145
gene_8290	0	0	0	4	1	2	4	3	1	0	1	1
gene_8291	0	0	0	44	64	31	15	35	24	11	27	32
gene_8292	0	0	0	5	15	3	8	21	10	5	12	26
gene_8293	0	0	0	0	0	2	1	2	0	0	5	7
gene_8294	0	0	0	5	8	4	1	6	2	1	3	5
gene_8295	0	0	0	44	64	34	16	37	24	19	27	30
gene_8296	0	0	0	6	1	4	0	1	0	0	0	0
gene_8297	0	0	0	92	77	33	18	29	18	23	22	26
gene_8298	0	0	0	13	8	1	4	2	1	3	4	1
gene_8299	0	0	0	206	245	118	109	160	88	79	122	218
gene_83	0	0	0	43	57	22	15	16	12	26	28	28
gene_830	0	0	0	0	0	0	0	0	0	0	0	0
gene_8300	0	0	0	3	2	3	5	4	1	5	4	9
gene_8301	0	0	0	2	5	3	5	8	2	4	8	9
gene_8302	0	0	0	5	3	6	4	8	5	3	3	11
gene_8303	0	0	0	41	37	19	14	51	28	26	38	44
gene_8304	1	0	0	9	22	18	11	15	16	12	13	25
gene_8305	0	0	0	47	53	42	111	107	72	58	105	160
gene_8306	0	0	0	1	9	6	5	9	1	1	7	5
gene_8307	0	0	0	22	27	15	14	20	23	18	20	41
gene_8308	0	0	0	1	5	2	4	6	3	2	4	4
gene_8309	0	0	0	3	4	0	3	2	0	2	1	4
gene_831	0	0	0	99	109	79	69	114	53	57	110	189
gene_8310	0	0	0	0	0	0	0	0	0	0	0	0
gene_8311	0	0	0	20	18	14	20	24	9	19	27	18
gene_8312	0	0	0	5	19	11	7	14	11	6	18	12
gene_8313	0	0	0	0	0	0	0	0	0	0	0	0
gene_8314	0	0	0	0	1	1	0	2	0	0	1	3
gene_8315	0	0	0	21	20	12	5	8	4	2	7	7
gene_8316	0	0	0	0	0	0	0	0	0	0	0	0
gene_8317	0	0	0	12	17	6	8	4	2	7	12	9
gene_8318	0	0	0	20	29	9	18	11	32	30	37	65
gene_8319	0	0	0	353	296	175	181	302	222	234	295	541
gene_832	0	0	0	93	121	79	54	83	58	44	99	138
gene_8320	0	0	0	0	0	0	0	0	0	0	0	0
gene_8321	0	0	0	48	59	29	28	40	18	21	22	43
gene_8322	0	0	0	19	31	16	21	31	17	26	23	40
gene_8323	0	0	0	384	656	354	127	445	237	222	328	642
gene_8324	0	0	0	0	0	0	0	0	0	0	0	0
gene_8325	0	0	0	5	11	1	20	25	14	18	22	22
gene_8326	0	0	0	3	3	1	1	2	0	0	1	6
gene_8327	0	0	0	4	16	12	5	7	6	4	8	9
gene_8328	0	0	0	9	3	4	3	3	7	8	0	7
gene_8329	0	0	0	4	4	2	6	8	2	6	6	13
gene_833	0	0	0	59	85	37	11	22	29	14	32	46
gene_8330	0	0	0	32	60	30	30	34	25	28	46	50
gene_8331	0	0	0	0	0	0	0	1	1	0	0	0
gene_8332	0	0	0	5	12	6	7	12	10	5	11	18
gene_8333	0	0	0	5	7	3	3	13	11	9	7	11
gene_8334	0	0	0	12	12	3	19	20	16	10	17	29
gene_8335	0	0	0	3	3	2	0	6	0	1	1	10
gene_8336	0	0	0	2	9	3	2	7	3	6	1	3
gene_8337	0	0	0	22	28	26	27	30	22	30	43	48
gene_8338	0	0	0	201	240	116	115	171	111	105	170	262
gene_8339	0	0	0	9	15	12	2	3	3	2	0	5
gene_834	0	0	0	3	1	5	0	0	0	0	3	1
gene_8340	0	0	0	8	8	10	12	13	6	12	13	21
gene_8341	0	0	0	0	0	0	1	0	0	0	0	0
gene_8342	0	0	0	23	33	22	23	32	26	13	37	40
gene_8343	0	0	0	0	0	0	0	0	0	0	0	0
gene_8344	0	0	0	22	24	12	17	38	18	15	14	22
gene_8345	0	0	0	0	2	0	0	0	0	0	0	0
gene_8346	0	0	0	0	6	2	2	3	1	0	0	2
gene_8347	0	0	0	0	0	0	0	0	0	0	0	0
gene_8348	0	0	0	0	0	0	0	0	0	0	0	0
gene_8349	0	0	0	1	1	2	4	1	1	0	4	0
gene_835	0	0	0	216	309	196	180	207	156	156	233	288
gene_8350	0	0	0	0	1	0	0	1	0	0	0	0
gene_8351	0	0	0	27	42	22	27	31	13	16	27	45
gene_8352	0	0	0	0	0	0	0	0	0	0	0	0
gene_8353	0	0	0	6	8	8	12	10	3	10	18	29
gene_8354	0	0	0	24	31	8	11	22	10	14	25	23
gene_8355	0	0	0	1	4	1	5	4	1	0	1	1
gene_8356	0	0	0	0	0	3	1	0	4	1	6	4
gene_8357	0	0	0	1	1	3	0	2	4	1	0	2
gene_8358	0	0	0	4	5	4	0	0	1	0	1	4
gene_8359	0	0	0	50	62	35	29	67	43	39	47	83
gene_836	0	0	0	7	5	8	10	11	9	8	22	13
gene_8360	0	0	0	0	0	0	0	1	2	0	0	2
gene_8361	0	0	0	39	34	20	25	30	13	15	18	55
gene_8362	0	0	0	45	66	23	11	21	21	3	20	29
gene_8363	0	0	0	0	0	0	1	1	3	0	2	1
gene_8364	0	0	0	24	24	20	17	29	13	20	32	39
gene_8365	0	0	0	0	0	0	0	0	0	0	0	0
gene_8366	0	0	0	0	1	0	0	2	1	0	0	1
gene_8367	0	0	0	7	18	14	3	2	3	4	4	6
gene_8368	0	0	0	0	0	0	0	0	4	0	0	4
gene_8369	0	0	0	0	0	0	0	0	0	0	0	0
gene_837	0	0	0	5	10	5	1	2	0	2	5	4
gene_8370	0	0	0	0	0	1	0	0	0	0	0	0
gene_8371	0	0	0	1	8	1	1	1	0	1	3	3
gene_8372	0	0	0	40	77	38	36	30	40	11	41	54
gene_8373	0	0	0	2	2	0	1	1	0	0	4	0
gene_8374	0	0	0	1	0	0	0	1	0	0	0	3
gene_8375	0	0	0	3	1	1	4	5	2	3	2	9
gene_8376	0	0	0	2	6	3	2	4	1	0	1	7
gene_8377	0	0	0	9	14	12	13	11	10	6	12	27
gene_8378	0	0	0	1	0	2	2	0	1	2	8	3
gene_8379	0	0	0	20	12	11	13	14	11	10	11	27
gene_838	0	0	0	98	132	34	63	52	53	64	109	134
gene_8380	0	0	0	16	3	5	8	8	7	9	4	6
gene_8381	0	0	0	0	4	0	0	2	1	0	4	2
gene_8382	0	0	0	42	40	17	51	60	49	38	70	78
gene_8383	0	0	0	0	0	2	2	3	2	3	2	8
gene_8384	0	0	0	151	96	90	521	556	334	319	463	828
gene_8385	0	0	0	211	444	451	801	1269	636	317	533	896
gene_8386	0	0	0	9	11	6	4	8	2	1	9	11
gene_8387	0	0	0	2	3	1	4	6	3	4	8	12
gene_8388	0	0	0	13	1	3	6	6	8	2	7	6
gene_8389	0	0	0	0	3	0	1	4	1	0	4	3
gene_839	0	0	0	6	11	7	6	12	7	8	18	14
gene_8390	0	0	0	1	0	0	0	0	1	0	3	1
gene_8391	0	0	0	3	4	9	2	5	2	0	2	8
gene_8392	0	0	0	1	0	2	3	0	3	8	4	8
gene_8393	0	0	0	8	6	9	9	12	3	14	7	21
gene_8394	0	0	0	4	13	17	16	10	5	5	9	23
gene_8395	0	0	0	0	0	0	4	3	1	1	4	4
gene_8396	0	0	0	0	0	0	0	0	0	0	0	0
gene_8397	0	0	0	4	0	0	0	0	0	0	0	0
gene_8398	0	0	0	0	0	0	0	0	0	0	0	0
gene_8399	0	0	0	6	5	4	3	6	3	1	9	3
gene_84	0	0	0	17	15	28	18	17	12	9	13	26
gene_840	0	0	0	20	6	3	5	5	3	7	6	15
gene_8400	0	0	0	20	15	12	20	24	21	15	18	26
gene_8401	0	0	0	32	40	38	48	53	44	44	75	75
gene_8402	0	0	0	21	59	26	19	40	25	12	46	43
gene_8403	0	0	0	40	32	26	21	31	20	21	31	36
gene_8404	0	0	0	16	5	7	13	13	8	9	9	39
gene_8405	0	0	0	7	12	10	12	8	9	2	11	22
gene_8406	0	0	0	28	15	15	21	16	14	15	19	28
gene_8407	0	0	0	0	1	0	0	0	0	0	0	3
gene_8408	0	0	0	10	28	9	32	51	55	63	101	127
gene_8409	0	0	0	5	4	1	6	7	4	3	8	11
gene_841	0	0	0	34	37	24	35	52	23	27	27	52
gene_8410	0	0	0	7	13	7	4	15	10	8	8	24
gene_8411	0	0	0	2	0	0	1	0	4	0	0	2
gene_8412	0	0	0	101	152	82	45	78	39	33	69	101
gene_8413	0	0	0	2	13	5	3	9	4	5	4	7
gene_8414	0	0	0	0	0	0	0	0	0	0	0	0
gene_8415	0	0	0	131	254	110	31	108	68	98	214	209
gene_8416	0	0	0	1	0	5	3	4	4	0	12	7
gene_8417	0	0	0	0	0	0	0	0	0	0	0	0
gene_8418	0	0	0	2	3	0	13	18	11	5	15	18
gene_8419	0	0	0	0	0	2	0	0	1	0	1	0
gene_842	0	0	0	54	46	27	41	55	44	39	58	94
gene_8420	0	0	0	2	14	7	3	9	4	1	11	16
gene_8421	0	0	0	28	36	22	25	22	20	17	21	40
gene_8422	0	0	0	65	146	54	36	67	38	41	60	65
gene_8423	0	0	0	2	4	3	3	6	2	2	1	8
gene_8424	0	0	0	24	25	21	10	20	10	8	18	38
gene_8425	0	0	0	0	0	0	0	0	0	0	0	0
gene_8426	0	0	0	0	0	0	0	0	0	0	0	0
gene_8427	0	0	0	4	12	6	2	5	1	6	6	10
gene_8428	0	0	0	0	0	0	0	1	0	0	0	0
gene_8429	0	0	0	15	11	12	47	44	44	27	43	46
gene_843	0	0	0	1	1	0	2	5	4	1	1	0
gene_8430	0	0	0	47	42	35	127	260	113	97	163	267
gene_8431	0	0	0	0	0	1	0	0	0	0	1	1
gene_8432	0	0	0	0	0	3	0	0	1	0	3	0
gene_8433	0	0	0	57	116	35	18	28	13	25	29	35
gene_8434	0	0	0	55	101	53	27	30	22	16	55	45
gene_8435	0	0	0	0	0	0	0	0	0	0	0	0
gene_8436	0	0	0	15	33	25	10	20	15	3	19	30
gene_8437	0	0	0	4	1	6	0	1	0	0	0	5
gene_8438	0	0	0	0	0	0	0	0	0	0	0	0
gene_8439	0	0	0	21	44	13	18	25	12	10	21	33
gene_844	0	0	0	0	3	0	0	1	0	2	2	0
gene_8440	0	0	0	10	10	4	4	5	2	1	3	12
gene_8441	0	0	0	3	14	1	0	2	1	4	11	4
gene_8442	0	0	0	0	0	0	0	0	0	0	0	0
gene_8443	0	0	0	0	2	0	2	3	1	3	1	4
gene_8444	0	0	0	0	2	0	0	0	2	2	0	5
gene_8445	0	0	0	0	0	0	0	0	0	0	0	0
gene_8446	0	0	0	1	1	0	0	1	3	0	1	2
gene_8447	0	0	0	15	44	29	19	29	20	13	22	33
gene_8448	0	0	0	2	1	2	2	3	1	3	3	8
gene_8449	0	0	0	9	18	12	5	8	5	9	8	12
gene_845	0	0	0	26	29	37	27	56	27	43	56	69
gene_8450	0	0	0	0	0	0	0	0	0	0	0	0
gene_8451	0	0	0	10	30	15	9	14	16	14	22	25
gene_8452	0	0	0	1	0	0	1	0	1	0	0	0
gene_8453	0	0	0	44	57	25	37	44	32	45	49	73
gene_8454	0	0	0	0	0	0	0	0	0	0	0	0
gene_8455	0	0	0	0	0	0	0	0	0	0	0	0
gene_8456	0	0	0	11	19	17	9	28	14	8	14	21
gene_8457	0	0	0	7	10	2	2	3	2	1	2	3
gene_8458	0	0	0	12	17	10	15	25	20	4	17	15
gene_8459	0	0	0	3	4	1	1	3	0	1	2	1
gene_846	0	0	0	39	36	28	15	21	18	9	19	30
gene_8460	0	0	0	7	9	9	3	4	1	3	5	8
gene_8461	0	0	0	178	123	90	20	32	25	14	29	38
gene_8462	0	0	0	11	8	7	9	12	5	3	2	8
gene_8463	0	0	0	13	14	9	4	3	1	1	10	12
gene_8464	0	0	0	17	36	18	7	25	5	8	19	15
gene_8465	0	0	0	4	9	3	5	3	2	4	0	3
gene_8466	0	0	0	6	12	6	1	3	5	2	4	8
gene_8467	0	0	0	0	0	0	0	0	0	0	0	0
gene_8468	0	0	0	0	0	0	0	0	0	0	0	0
gene_8469	0	0	0	0	0	0	0	0	0	0	0	0
gene_847	0	0	0	19	8	13	8	13	2	6	11	19
gene_8470	0	0	0	6	0	1	2	2	0	0	1	1
gene_8471	0	0	0	0	5	2	3	2	1	3	3	4
gene_8472	0	0	0	133	222	118	99	150	107	44	78	103
gene_8473	0	0	0	1	1	1	1	2	0	0	3	8
gene_8474	0	0	0	0	2	1	3	2	3	3	4	3
gene_8475	0	0	0	0	0	0	0	0	0	0	0	0
gene_8476	0	0	0	5	7	5	1	2	3	4	3	3
gene_8477	0	0	0	12	20	9	7	4	7	5	3	14
gene_8478	0	0	0	0	1	2	0	1	1	0	0	0
gene_8479	0	0	0	11	12	12	5	7	2	4	4	11
gene_848	0	0	0	12	34	15	8	13	5	12	20	10
gene_8480	0	0	0	18	33	28	30	42	25	18	48	61
gene_8481	0	0	0	3	7	10	5	4	2	1	5	5
gene_8482	0	0	0	30	19	17	23	32	15	33	27	41
gene_8483	0	0	0	0	0	0	0	0	0	0	0	0
gene_8484	0	0	0	2	1	1	0	0	3	2	1	1
gene_8485	2	0	0	27	52	22	13	16	10	13	16	20
gene_8486	0	0	0	4	2	0	4	0	0	0	0	1
gene_8487	0	0	0	0	0	0	0	0	0	0	0	0
gene_8488	0	0	0	138	332	119	44	79	54	30	76	115
gene_8489	0	0	0	7	12	13	13	17	4	27	10	24
gene_849	0	0	0	9	7	7	5	12	1	1	3	8
gene_8490	0	0	0	21	18	13	4	14	15	10	7	21
gene_8491	0	0	0	95	139	73	37	51	41	38	62	88
gene_8492	0	0	0	64	39	45	13	24	25	10	14	34
gene_8493	0	0	0	5	2	5	5	3	4	4	11	13
gene_8494	1	0	0	13	19	11	6	10	4	8	7	7
gene_8495	0	0	0	0	0	0	0	0	0	0	0	0
gene_8496	0	0	0	41	59	27	26	29	17	13	17	43
gene_8497	0	0	0	13	26	13	10	11	13	11	25	29
gene_8498	0	0	0	4	0	4	0	1	0	0	1	4
gene_8499	0	0	0	2	9	7	7	5	3	2	3	7
gene_85	0	0	0	0	1	1	1	1	1	1	0	0
gene_850	0	0	0	13	19	7	10	16	10	3	10	26
gene_8500	0	0	0	29	53	28	27	30	29	16	40	43
gene_8501	0	0	0	16	15	13	8	27	18	10	23	26
gene_8502	0	0	0	20	41	17	18	28	22	14	31	51
gene_8503	0	0	0	11	16	21	25	36	12	20	28	37
gene_8504	0	0	0	0	1	0	0	1	0	0	2	0
gene_8505	0	0	0	3	7	4	44	92	79	32	69	49
gene_8506	0	0	0	5	1	3	3	1	3	2	4	10
gene_8507	0	0	0	0	0	0	0	0	0	0	0	0
gene_8508	0	0	0	11	20	8	9	6	5	6	9	21
gene_8509	0	0	0	1	1	1	0	0	0	0	0	0
gene_851	0	0	0	1	2	1	2	5	0	2	2	3
gene_8510	0	0	0	23	22	8	9	19	12	11	12	21
gene_8511	0	0	0	19	26	15	15	24	19	17	16	50
gene_8512	0	0	0	3	9	6	11	10	2	3	11	13
gene_8513	0	0	0	82	129	51	81	95	79	48	90	138
gene_8514	0	0	0	0	2	1	37	40	23	31	24	43
gene_8515	0	0	0	0	3	1	0	1	1	0	1	1
gene_8516	0	0	0	14	26	13	11	15	13	3	15	16
gene_8517	0	0	0	17	23	5	7	14	5	7	13	12
gene_8518	0	0	0	2	2	0	0	4	6	2	13	7
gene_8519	0	0	0	0	0	0	0	0	0	0	0	0
gene_852	0	0	0	0	0	0	0	0	0	0	0	0
gene_8520	0	0	0	46	22	22	1	11	9	6	6	11
gene_8521	0	0	0	0	0	0	0	0	0	0	0	1
gene_8522	0	0	0	10	12	6	6	8	3	12	9	9
gene_8523	0	0	0	23	37	40	17	26	21	12	17	37
gene_8524	0	0	0	13	29	17	28	30	19	19	24	37
gene_8525	0	0	0	15	42	16	22	18	20	17	20	36
gene_8526	0	0	0	2	2	1	2	0	0	0	0	0
gene_8527	0	0	0	3	1	2	4	3	3	8	10	12
gene_8528	0	0	0	0	0	0	0	0	0	0	0	0
gene_8529	0	0	0	0	0	0	0	0	0	0	0	0
gene_853	0	0	0	9	23	23	5	11	2	4	15	10
gene_8530	0	0	0	0	0	0	0	0	0	0	0	0
gene_8531	0	0	0	8	5	4	65	84	45	43	40	67
gene_8532	0	0	0	1	0	1	1	0	1	0	1	1
gene_8533	0	0	0	5	1	2	0	1	2	2	0	5
gene_8534	0	0	0	16	14	7	14	13	12	9	21	25
gene_8535	0	0	0	1	2	5	0	1	3	0	2	2
gene_8536	0	0	0	0	0	0	0	0	0	0	0	0
gene_8537	0	0	0	0	1	0	0	0	0	0	0	0
gene_8538	0	0	0	3	0	3	0	1	0	0	0	0
gene_8539	0	0	0	1	1	0	0	1	0	0	0	0
gene_854	0	0	0	36	57	26	21	42	20	18	66	58
gene_8540	0	0	0	0	0	0	0	0	0	0	0	0
gene_8541	0	0	0	0	1	0	2	2	0	0	1	1
