GeneID	GCUXS	GCUXT	GCUXU	GCUXW	GCUXX	GCUXY	GCUXZ	GCUYA	GCUYB	GCUYC	GCUYG	GCUYH
gene_7716	0	0	0	47	28	50	45	26	19	12	7	19
gene_7717	0	0	0	1	3	2	1	1	1	0	0	0
gene_7718	0	0	0	0	0	0	0	0	0	0	0	0
gene_7719	0	0	0	100	95	203	73	69	35	34	6	42
gene_772	0	0	0	113	57	101	59	31	44	22	10	44
gene_7720	0	0	0	0	0	0	0	0	0	0	0	0
gene_7721	0	0	0	0	0	1	1	0	2	0	0	0
gene_7722	0	0	0	0	0	0	0	0	0	0	0	0
gene_7723	0	0	0	0	0	0	0	0	0	0	0	0
gene_7724	0	0	0	149	94	261	153	98	73	66	35	114
gene_7725	0	0	0	2	3	16	3	0	3	0	0	1
gene_7726	0	0	0	5	5	9	12	7	3	12	7	16
gene_7727	0	0	0	0	0	0	0	0	0	0	0	0
gene_7728	0	0	0	14	7	8	17	14	17	1	1	11
gene_7729	0	0	0	7	9	13	13	5	4	4	2	11
gene_773	0	0	0	4	8	9	10	3	3	2	0	3
gene_7730	0	0	0	8	1	3	8	3	5	5	1	1
gene_7731	0	0	0	9	1	1	17	7	10	3	0	6
gene_7732	0	0	0	1	1	1	1	1	1	1	1	0
gene_7733	0	0	0	39	36	26	40	23	16	9	5	13
gene_7734	0	0	0	0	0	0	0	0	0	0	0	0
gene_7735	0	0	0	10	13	21	16	11	7	6	8	7
gene_7736	0	0	0	2	0	3	2	0	1	0	0	0
gene_7737	0	0	0	3	1	3	11	6	10	6	0	6
gene_7738	0	0	0	0	0	0	0	1	0	0	0	0
gene_7739	0	0	0	1	2	2	1	1	1	0	0	2
gene_774	0	0	0	170	141	330	141	84	81	62	34	85
gene_7740	0	0	0	0	0	1	0	1	0	0	0	0
gene_7741	0	0	0	6	11	14	14	4	2	5	5	13
gene_7742	0	0	0	13	10	12	20	2	8	8	1	8
gene_7743	0	0	0	12	5	6	60	26	17	47	13	30
gene_7744	0	0	0	257	138	167	370	240	222	151	110	235
gene_7745	0	0	0	23	10	16	17	11	9	1	1	6
gene_7746	0	0	0	38	27	51	46	35	38	7	9	23
gene_7747	0	0	0	48	43	60	45	29	36	14	7	60
gene_7748	0	0	0	15	2	22	23	12	6	6	3	20
gene_7749	0	0	0	82	46	60	90	60	46	37	26	63
gene_775	0	0	0	9	7	11	5	4	10	3	1	8
gene_7750	0	0	0	15	14	25	12	10	12	6	2	13
gene_7751	0	0	0	42	26	58	59	40	41	49	9	25
gene_7752	0	0	0	15	12	18	18	8	11	6	1	14
gene_7753	0	0	0	0	0	0	3	1	0	0	0	0
gene_7754	0	0	0	30	19	35	13	11	12	11	1	12
gene_7755	0	0	0	10	5	7	4	1	5	2	0	6
gene_7756	0	0	0	4	3	6	1	1	2	1	0	4
gene_7757	0	0	0	37	7	19	14	19	8	23	4	15
gene_7758	0	0	0	36	9	16	54	32	17	32	10	40
gene_7759	0	0	0	30	21	37	43	8	31	6	4	18
gene_776	0	0	0	0	1	1	1	2	2	0	0	0
gene_7760	0	0	0	0	0	0	0	0	0	0	0	0
gene_7761	0	0	0	0	0	0	0	0	0	0	0	0
gene_7762	0	0	0	0	0	0	0	0	0	0	0	0
gene_7763	0	0	0	0	0	0	0	0	0	0	0	0
gene_7764	0	0	0	0	0	0	0	0	0	0	0	0
gene_7765	0	0	0	0	1	0	0	0	0	0	0	0
gene_7766	0	0	0	0	0	0	0	0	0	0	0	0
gene_7767	0	0	0	5	2	14	1	0	1	1	0	1
gene_7768	0	0	0	0	0	4	0	1	0	0	0	0
gene_7769	0	0	0	0	0	0	0	0	0	0	0	0
gene_777	0	0	0	62	36	52	45	43	19	11	12	25
gene_7770	0	0	0	0	0	0	0	0	0	0	0	0
gene_7771	0	0	0	13	4	15	21	9	5	5	3	14
gene_7772	0	0	0	0	1	1	0	3	0	0	0	0
gene_7773	0	0	0	13	10	15	6	8	5	10	2	6
gene_7774	0	0	0	6	3	6	3	4	2	4	0	9
gene_7775	0	0	0	7	4	1	7	5	2	5	0	3
gene_7776	0	0	0	1	1	5	2	1	2	2	0	0
gene_7777	0	0	0	15	13	16	12	8	7	3	0	5
gene_7778	0	0	0	3	0	0	1	0	1	1	1	0
gene_7779	0	0	0	0	0	0	0	0	0	0	0	0
gene_778	0	0	0	6	3	0	1	0	4	0	0	1
gene_7780	0	0	0	0	0	0	0	0	0	0	0	0
gene_7781	0	0	0	0	0	0	0	0	0	0	0	0
gene_7782	0	0	0	171	87	154	376	232	190	134	80	410
gene_7783	0	0	0	35	16	25	21	12	16	12	6	19
gene_7784	0	0	0	235	89	175	162	70	107	41	19	134
gene_7785	0	0	0	19	4	12	14	5	4	11	6	18
gene_7786	0	0	0	2	0	1	2	1	0	0	0	2
gene_7787	0	0	0	0	0	0	0	0	2	0	0	0
gene_7788	0	0	0	13	8	13	19	9	10	11	2	15
gene_7789	0	0	0	2	1	2	3	0	0	0	0	0
gene_779	0	0	0	445	219	399	287	112	123	81	38	186
gene_7790	0	0	0	0	0	0	0	1	0	0	0	0
gene_7791	0	0	0	256	100	169	235	129	97	64	30	163
gene_7792	0	0	0	1	0	3	0	2	1	0	1	0
gene_7793	0	0	0	45	19	45	33	11	21	6	7	19
gene_7794	0	0	0	30	11	22	34	8	16	6	4	10
gene_7795	0	0	0	0	0	0	0	0	0	0	0	0
gene_7796	0	0	0	1	0	0	0	2	5	0	0	5
gene_7797	0	0	0	0	0	0	0	0	0	0	0	0
gene_7798	0	0	0	7	5	4	48	18	19	14	3	11
gene_7799	0	0	0	2	0	0	0	0	0	0	0	0
gene_78	0	0	0	43	21	57	35	11	9	6	5	13
gene_780	0	0	0	33	29	46	58	19	18	15	13	20
gene_7800	0	0	0	8	11	6	6	1	11	2	2	2
gene_7801	0	0	0	5	4	2	7	1	4	2	2	8
gene_7802	0	0	0	18	9	24	14	12	10	7	4	18
gene_7803	0	0	0	7	5	21	23	8	11	1	6	16
gene_7804	0	0	0	14	6	3	7	7	5	3	3	13
gene_7805	0	0	0	0	0	0	0	0	0	0	0	0
gene_7806	0	0	0	69	62	57	70	54	52	23	23	49
gene_7807	0	0	0	6	11	14	11	6	8	3	1	2
gene_7808	0	0	0	13	9	16	13	8	6	5	5	10
gene_7809	0	0	0	9	5	5	12	7	11	10	7	13
gene_781	0	0	0	6	8	15	17	7	7	3	2	9
gene_7810	0	0	0	0	0	0	1	0	0	0	0	0
gene_7811	0	0	0	0	0	0	0	0	0	0	0	0
gene_7812	0	0	0	2	5	0	0	7	3	5	2	8
gene_7813	0	0	0	1	6	1	1	3	4	6	7	6
gene_7814	0	0	0	10	8	3	4	5	7	1	5	7
gene_7815	0	0	0	1	2	0	6	1	0	1	0	2
gene_7816	0	0	0	18	11	17	11	9	12	1	2	11
gene_7817	0	0	0	6	3	13	5	0	5	2	0	2
gene_7818	0	0	0	3	8	6	13	10	17	7	5	11
gene_7819	0	0	0	1	0	0	2	0	0	0	0	0
gene_782	0	0	0	24	26	40	30	15	21	2	2	20
gene_7820	0	0	0	0	2	1	1	0	0	1	0	0
gene_7821	0	0	0	2	4	2	7	2	2	0	1	2
gene_7822	0	0	0	19	10	16	22	9	13	17	7	18
gene_7823	0	0	0	48	32	13	152	66	50	128	17	83
gene_7824	0	0	0	28	20	16	40	24	26	12	7	15
gene_7825	0	0	0	46	48	20	36	31	37	15	6	24
gene_7826	0	0	0	2	0	0	1	1	1	0	0	1
gene_7827	0	0	0	49	27	56	98	59	68	32	14	65
gene_7828	0	0	0	0	0	0	0	1	0	0	0	0
gene_7829	0	0	0	5	1	1	0	3	0	0	0	0
gene_783	0	0	0	10	7	11	7	4	5	0	1	3
gene_7830	0	0	0	0	0	0	0	0	0	0	0	0
gene_7831	0	0	0	0	0	0	0	0	0	0	0	0
gene_7832	0	0	0	0	0	0	0	0	0	0	0	0
gene_7833	0	0	0	1	1	0	5	0	4	0	0	5
gene_7834	0	0	0	22	13	20	8	8	11	5	3	2
gene_7835	0	0	0	0	0	0	0	0	0	0	0	0
gene_7836	0	0	0	0	3	0	2	0	1	0	0	0
gene_7837	0	0	0	1	3	9	1	0	4	1	0	7
gene_7838	0	0	0	63	42	56	38	7	8	5	6	26
gene_7839	0	0	0	94	63	157	287	46	93	69	28	185
gene_784	0	0	0	0	0	0	0	0	0	0	0	0
gene_7840	0	0	0	6	1	7	5	1	3	3	0	6
gene_7841	0	0	0	2	1	0	0	0	0	0	0	0
gene_7842	0	0	0	0	0	0	0	0	0	0	0	0
gene_7843	0	0	0	0	0	0	0	0	0	0	0	0
gene_7844	0	0	0	0	0	0	0	0	0	0	0	0
gene_7845	0	0	0	0	2	0	1	3	0	0	0	1
gene_7846	0	0	0	0	0	0	0	0	0	0	0	0
gene_7847	0	0	0	0	0	0	0	0	0	0	0	0
gene_7848	0	0	0	0	0	0	0	0	0	0	0	0
gene_7849	0	0	0	2	0	0	1	1	0	0	2	0
gene_785	0	0	0	0	0	0	0	0	0	0	0	0
gene_7850	0	0	0	0	0	0	0	0	0	0	0	1
gene_7851	0	0	0	5	3	11	7	0	0	2	1	2
gene_7852	0	0	0	0	0	1	2	0	0	1	0	0
gene_7853	0	0	0	1	4	11	9	9	14	3	0	17
gene_7854	0	0	0	0	4	2	4	3	5	4	0	3
gene_7855	0	0	0	0	0	0	0	0	1	0	0	0
gene_7856	0	0	0	68	30	54	123	59	68	39	13	62
gene_7857	0	0	0	1	1	1	1	0	0	0	0	4
gene_7858	0	0	0	11	3	16	7	8	5	1	0	2
gene_7859	0	0	0	16	10	19	12	5	6	5	0	11
gene_786	0	0	0	17	12	13	30	9	8	10	1	14
gene_7860	0	0	0	11	11	12	5	7	2	1	1	2
gene_7861	0	0	0	2	3	5	4	2	8	0	2	1
gene_7862	0	0	0	63	45	53	61	34	45	25	10	48
gene_7863	0	0	0	5	35	9	24	27	10	10	4	27
gene_7864	0	0	0	26	7	9	65	7	12	15	12	23
gene_7865	0	0	0	0	0	3	2	1	2	0	0	1
gene_7866	0	0	0	21	9	34	17	15	11	9	6	18
gene_7867	0	0	0	15	3	12	4	4	3	5	3	9
gene_7868	0	0	0	73	42	45	47	34	20	26	9	31
gene_7869	0	0	0	43	21	48	38	22	11	13	3	20
gene_787	0	0	0	23	27	83	41	12	15	13	5	11
gene_7870	0	0	0	2	3	2	9	2	6	10	1	13
gene_7871	0	0	0	79	57	51	41	20	33	8	14	26
gene_7872	0	0	0	27	20	36	32	4	10	10	8	10
gene_7873	0	0	0	2	1	1	0	0	0	0	0	0
gene_7874	0	0	0	136	92	162	118	82	89	57	29	75
gene_7875	0	0	0	114	70	96	35	32	35	9	8	22
gene_7876	0	0	0	143	77	181	85	92	59	49	21	83
gene_7877	0	0	0	14	7	2	19	8	4	5	1	8
gene_7878	0	0	0	29	4	13	39	21	19	20	6	16
gene_7879	0	0	0	42	21	35	38	19	12	9	8	20
gene_788	0	0	0	53	39	40	61	24	32	13	12	25
gene_7880	0	0	0	18	7	4	16	10	12	24	7	12
gene_7881	0	0	0	6	4	11	14	4	12	5	2	3
gene_7882	0	0	0	160	107	262	94	76	70	57	39	63
gene_7883	0	0	0	18	17	12	21	17	7	8	0	4
gene_7884	0	0	0	10	7	3	7	3	2	6	0	7
gene_7885	0	0	0	2	1	0	3	3	1	3	0	0
gene_7886	0	0	0	3	0	3	0	0	0	0	0	2
gene_7887	0	0	0	0	0	0	0	0	0	0	0	0
gene_7888	0	0	0	36	19	61	53	15	16	19	3	22
gene_7889	0	0	0	0	0	0	0	0	0	0	0	0
gene_789	0	0	0	31	17	15	19	14	4	5	2	5
gene_7890	0	0	0	12	8	15	16	5	9	7	2	8
gene_7891	0	0	0	8	4	6	4	4	2	1	4	3
gene_7892	0	0	0	20	25	35	47	14	10	10	3	15
gene_7893	0	0	0	1	1	4	5	1	3	2	0	4
gene_7894	0	0	0	4	6	5	0	1	1	0	1	3
gene_7895	0	0	0	0	0	0	1	0	0	0	0	0
gene_7896	0	0	0	6	12	18	13	4	1	3	2	12
gene_7897	0	0	0	0	0	0	0	0	0	0	0	0
gene_7898	0	0	0	14	13	19	4	10	2	0	0	6
gene_7899	0	0	0	5	3	7	5	2	2	3	0	4
gene_79	0	0	0	33	11	21	17	2	10	10	4	10
gene_790	0	0	0	25	17	10	21	8	9	16	3	9
gene_7900	0	0	0	13	9	6	12	5	3	2	0	4
gene_7901	0	0	0	26	13	25	43	22	22	9	7	37
gene_7902	0	0	0	1	2	1	2	2	0	3	0	1
gene_7903	0	0	0	0	0	2	3	1	2	0	0	1
gene_7904	0	0	0	0	0	0	0	0	0	0	0	0
gene_7905	0	0	0	19	8	23	21	9	2	4	6	4
gene_7906	0	0	0	2	1	3	0	1	0	0	0	1
gene_7907	0	0	0	0	0	0	0	0	0	0	0	0
gene_7908	0	0	0	22	16	16	22	16	19	16	3	18
gene_7909	0	0	0	119	33	72	117	26	50	30	12	33
gene_791	0	0	0	28	18	39	36	25	18	10	8	24
gene_7910	0	0	0	0	0	0	0	0	0	0	0	0
gene_7911	0	0	0	0	0	0	0	0	0	0	0	0
gene_7912	0	0	0	0	1	0	1	0	0	0	0	0
gene_7913	0	0	0	42	19	48	30	27	26	14	1	34
gene_7914	0	0	0	4	4	2	14	2	0	0	0	3
gene_7915	0	0	0	44	32	45	71	36	32	33	10	39
gene_7916	0	0	0	12	20	24	33	22	37	2	7	20
gene_7917	0	0	0	10	4	3	6	7	2	2	0	8
gene_7918	0	0	0	147	102	118	147	43	42	23	17	64
gene_7919	0	0	0	0	0	2	1	0	0	0	0	0
gene_792	0	0	0	22	22	21	26	12	10	5	6	15
gene_7920	0	0	0	0	5	3	0	1	0	0	0	1
gene_7921	0	0	0	20	3	11	18	3	3	5	2	4
gene_7922	0	0	0	10	4	14	21	9	14	11	0	13
gene_7923	0	0	0	108	64	131	90	28	52	35	13	37
gene_7924	0	0	0	1	1	0	3	3	2	2	0	4
gene_7925	0	0	0	9	4	10	6	5	3	2	2	6
gene_7926	0	0	0	2	10	3	9	6	7	2	1	2
gene_7927	0	0	0	220	115	147	159	77	75	43	18	106
gene_7928	0	0	0	68	42	40	200	37	26	29	8	20
gene_7929	0	0	0	45	35	56	46	23	32	13	8	23
gene_793	0	0	0	119	65	97	76	37	35	24	13	26
gene_7930	0	0	0	0	0	0	0	0	0	0	0	0
gene_7931	0	0	0	28	21	34	25	21	21	17	8	19
gene_7932	0	0	0	13	4	6	24	28	13	5	1	19
gene_7933	0	0	0	38	29	60	55	25	22	13	12	31
gene_7934	0	0	0	9	4	5	6	1	1	2	0	4
gene_7935	0	0	0	14	10	19	14	17	15	4	6	9
gene_7936	0	0	0	8	8	10	4	3	4	2	0	3
gene_7937	0	0	0	0	0	0	0	0	0	0	0	0
gene_7938	0	0	0	0	0	0	0	0	0	0	0	0
gene_7939	0	0	0	2	0	1	3	1	0	0	0	0
gene_794	0	0	0	0	0	2	0	0	2	0	0	2
gene_7940	0	0	0	9	16	19	10	1	4	8	2	3
gene_7941	0	0	0	3	3	3	6	6	4	0	1	3
gene_7942	0	0	0	29	11	11	58	25	13	19	7	17
gene_7943	0	0	0	6	3	5	6	1	0	1	1	2
gene_7944	0	0	0	5	4	2	4	0	3	1	0	1
gene_7945	0	0	0	472	161	322	244	143	132	118	52	167
gene_7946	0	0	0	0	1	1	0	0	0	0	1	3
gene_7947	0	0	0	1	0	0	0	0	0	0	0	0
gene_7948	0	0	0	21	12	13	18	17	16	7	5	13
gene_7949	0	0	0	13	9	17	30	11	13	6	5	11
gene_795	0	0	0	11	8	9	15	3	5	3	3	5
gene_7950	0	0	0	8	2	1	1	5	1	0	0	5
gene_7951	0	0	0	68	14	29	35	22	18	14	3	25
gene_7952	0	0	0	5	1	2	1	1	2	2	0	2
gene_7953	0	0	0	0	0	0	0	0	0	0	0	0
gene_7954	0	0	0	35	9	22	40	7	25	10	4	25
gene_7955	0	0	0	0	0	0	0	0	0	0	0	0
gene_7956	0	0	0	0	0	0	0	0	0	0	0	0
gene_7957	0	0	0	0	0	0	0	0	0	0	0	0
gene_7958	0	0	0	41	10	20	21	7	7	4	0	3
gene_7959	0	0	0	147	40	66	176	54	56	26	17	47
gene_796	0	0	0	0	0	0	0	1	0	2	0	0
gene_7960	0	0	0	79	25	42	53	25	24	15	10	32
gene_7961	0	0	0	4	8	1	1	2	2	21	5	56
gene_7962	0	0	0	53	30	40	66	20	21	10	3	42
gene_7963	0	0	0	51	27	24	41	40	39	26	9	44
gene_7964	0	0	0	6	8	7	5	4	0	4	0	4
gene_7965	0	0	0	54	27	51	38	19	17	8	6	17
gene_7966	0	0	0	0	0	0	0	0	0	0	0	0
gene_7967	0	0	0	129	95	396	31	7	12	8	5	18
gene_7968	0	0	0	37	21	50	34	13	21	9	3	15
gene_7969	0	0	0	0	0	0	1	0	0	0	0	0
gene_797	0	0	0	3	0	7	12	0	3	2	0	2
gene_7970	0	0	0	9	0	6	5	5	4	0	2	3
gene_7971	0	0	0	26	12	13	26	19	16	18	7	7
gene_7972	0	0	0	0	1	0	1	0	0	0	0	0
gene_7973	0	0	0	2	2	4	3	1	3	1	0	1
gene_7974	0	0	0	16	6	14	10	5	8	2	2	6
gene_7975	0	0	0	2	0	1	8	1	2	1	0	2
gene_7976	0	0	0	2	4	2	1	2	0	0	1	1
gene_7977	0	0	0	1	1	2	1	3	3	0	0	5
gene_7978	0	0	0	134	69	85	71	69	83	31	20	80
gene_7979	0	0	0	9	1	8	1	1	2	1	0	3
gene_798	0	0	0	20	9	15	16	13	12	2	6	8
gene_7980	0	0	0	0	0	0	0	0	0	0	0	0
gene_7981	0	0	0	35	21	36	34	22	25	10	4	18
gene_7982	0	0	0	2	2	1	3	1	0	1	0	1
gene_7983	0	0	0	20	15	21	61	4	8	14	2	10
gene_7984	0	0	0	78	60	123	39	26	23	9	2	25
gene_7985	0	0	0	0	0	0	0	0	0	0	0	0
gene_7986	0	0	0	0	0	0	0	0	0	0	0	0
gene_7987	0	0	0	0	0	0	0	0	0	0	0	0
gene_7988	0	0	0	15	4	12	55	42	42	29	10	28
gene_7989	0	0	0	14	14	7	13	6	7	4	4	3
gene_799	0	0	0	4	6	4	3	1	4	1	0	2
gene_7990	0	0	0	6	5	2	5	5	1	0	0	3
gene_7991	0	0	0	23	11	41	61	24	27	13	8	24
gene_7992	0	0	0	5	3	4	14	3	6	6	1	6
gene_7993	0	0	0	0	0	2	4	1	1	0	0	1
gene_7994	0	0	0	38	20	51	28	30	17	16	6	28
gene_7995	0	0	0	23	10	22	11	4	9	5	5	10
gene_7996	0	0	0	30	18	32	45	20	18	10	10	24
gene_7997	0	0	0	2	0	0	2	0	6	0	0	0
gene_7998	0	0	0	2	2	1	12	4	2	0	1	6
gene_7999	0	0	0	0	0	0	0	0	0	0	0	0
gene_8	0	0	0	0	0	1	0	0	0	0	0	0
gene_80	0	0	0	65	30	61	43	13	25	11	9	19
gene_800	0	0	0	12	8	22	26	16	12	6	2	13
gene_8000	0	0	0	0	0	0	0	0	0	0	0	0
gene_8001	0	0	0	2	5	0	0	0	0	2	0	0
gene_8002	0	0	0	0	1	0	0	0	0	0	0	0
gene_8003	0	0	0	31	18	29	27	14	24	18	8	15
gene_8004	0	0	0	65	39	38	39	34	23	19	3	23
gene_8005	0	0	0	2	4	2	5	4	3	3	2	3
gene_8006	0	0	0	14	7	18	13	9	7	4	14	6
gene_8007	0	0	0	1	0	1	0	0	0	0	0	0
gene_8008	0	0	0	1	2	9	4	1	0	1	0	7
gene_8009	0	0	0	27	16	24	19	13	8	5	2	10
gene_801	0	0	0	45	24	69	32	14	12	5	3	26
gene_8010	0	0	0	0	0	0	0	0	0	0	0	0
gene_8011	0	0	0	0	0	0	2	0	0	0	0	1
gene_8012	0	0	0	3	5	11	4	6	0	0	1	0
gene_8013	0	0	0	4	4	10	0	1	1	0	0	0
gene_8014	0	0	0	30	20	33	56	36	23	21	5	25
gene_8015	0	0	0	0	0	0	0	0	0	0	0	0
gene_8016	0	0	0	28	17	13	19	21	8	4	1	11
gene_8017	0	0	0	4	3	1	6	3	2	3	1	6
gene_8018	0	0	0	8	15	14	9	4	4	6	2	7
gene_8019	0	0	0	0	0	0	0	0	0	0	0	0
gene_802	0	0	0	81	62	143	51	16	25	23	5	24
gene_8020	0	0	0	0	0	1	0	0	0	0	0	0
gene_8021	0	0	0	43	23	35	29	17	16	4	3	19
gene_8022	0	0	0	8	4	11	1	3	2	1	0	1
gene_8023	0	0	0	8	8	21	12	7	7	1	3	8
gene_8024	0	0	0	29	20	39	21	20	18	17	0	15
gene_8025	0	0	0	66	18	30	32	13	22	13	0	21
gene_8026	0	0	0	82	55	85	70	23	31	11	6	21
gene_8027	0	0	0	3	1	4	3	3	6	8	1	1
gene_8028	0	0	0	67	44	92	88	55	32	21	14	47
gene_8029	0	0	0	9	5	3	10	5	7	1	4	8
gene_803	0	0	0	2	2	6	3	3	2	2	0	3
gene_8030	0	0	0	0	0	0	1	1	0	0	0	0
gene_8031	0	0	0	1	1	7	2	0	0	0	0	0
gene_8032	0	0	0	25	22	14	20	13	14	5	3	10
gene_8033	0	0	0	159	109	222	157	62	40	43	22	54
gene_8034	0	0	0	16	19	45	35	15	29	7	8	16
gene_8035	0	0	0	18	23	40	51	14	19	11	3	9
gene_8036	0	0	0	73	56	66	229	89	88	96	35	136
gene_8037	0	0	0	3	8	4	5	7	4	0	1	3
gene_8038	0	0	0	5	4	7	15	15	18	11	9	16
gene_8039	0	0	0	0	1	2	0	0	0	0	0	1
gene_804	0	0	0	24	31	40	22	12	14	18	4	4
gene_8040	0	0	0	2	3	2	3	2	2	1	1	4
gene_8041	0	0	0	48	36	62	146	44	46	47	8	66
gene_8042	0	0	0	0	1	1	0	0	0	0	1	3
gene_8043	0	0	0	28	7	14	17	12	9	9	5	17
gene_8044	0	0	0	10	10	15	7	5	2	1	0	4
gene_8045	0	0	0	0	0	0	0	0	0	0	0	0
gene_8046	0	0	0	40	33	42	37	28	39	14	17	55
gene_8047	0	0	0	15	16	18	7	8	13	2	1	6
gene_8048	0	0	0	13	24	23	22	12	10	8	5	5
gene_8049	0	0	0	0	1	0	2	1	2	5	0	12
gene_805	0	0	0	5	2	0	4	3	1	0	0	4
gene_8050	0	0	0	86	35	42	55	22	38	23	6	22
gene_8051	0	0	0	77	71	126	39	21	22	7	8	19
gene_8052	0	0	0	9	18	37	20	14	6	19	4	12
gene_8053	0	0	0	18	8	22	18	7	15	4	3	8
gene_8054	0	0	0	12	7	2	20	7	10	6	4	20
gene_8055	0	0	0	1	1	2	2	2	1	1	1	2
gene_8056	0	0	0	68	34	64	66	24	46	24	9	30
gene_8057	0	0	0	0	0	0	0	0	0	0	0	0
gene_8058	0	0	0	28	25	26	21	17	24	4	12	15
gene_8059	0	0	0	1	2	5	3	0	0	0	0	5
gene_806	0	0	0	1	9	9	5	6	1	2	1	2
gene_8060	0	0	0	1	1	3	1	0	0	0	0	0
gene_8061	0	0	0	5	1	0	50	9	7	56	26	74
gene_8062	0	0	0	0	0	0	0	0	0	0	0	0
gene_8063	0	0	0	0	0	0	0	0	0	0	0	0
gene_8064	0	0	0	35	29	33	37	14	14	15	2	27
gene_8065	0	0	0	0	0	2	10	6	2	2	1	4
gene_8066	0	0	0	387	188	264	127	74	93	36	38	85
gene_8067	0	0	0	24	18	27	74	52	25	28	8	40
gene_8068	0	0	0	0	0	0	0	0	0	0	0	0
gene_8069	0	0	0	3	0	1	2	3	0	1	0	2
gene_807	0	0	0	26	13	29	19	22	19	10	7	12
gene_8070	0	0	0	0	0	1	0	0	0	0	0	0
gene_8071	0	0	0	5	4	5	7	5	3	1	2	5
gene_8072	0	0	0	15	10	17	10	5	6	2	0	10
gene_8073	0	0	0	0	1	0	1	2	2	0	0	0
gene_8074	0	0	0	11	6	5	3	7	3	2	1	5
gene_8075	0	0	0	46	22	40	51	29	43	22	9	41
gene_8076	0	0	0	25	27	38	20	13	15	8	5	11
gene_8077	0	0	0	83	45	79	64	34	37	18	20	38
gene_8078	0	0	0	24	18	24	16	16	12	5	4	9
gene_8079	0	0	0	0	0	0	0	0	0	0	0	0
gene_808	0	0	0	0	0	0	1	0	0	0	0	0
gene_8080	0	0	0	0	0	0	0	0	0	0	0	0
gene_8081	0	0	0	21	9	16	24	16	16	13	2	21
gene_8082	0	0	0	2	2	2	1	0	1	2	0	0
gene_8083	0	0	0	14	13	58	28	13	11	8	0	3
gene_8084	0	0	0	59	32	52	100	42	39	27	12	63
gene_8085	0	0	0	0	1	2	0	1	1	0	0	0
gene_8086	0	0	0	12	6	15	17	15	8	2	1	5
gene_8087	0	0	0	27	42	107	27	13	19	6	3	12
gene_8088	0	0	0	15	14	12	30	7	4	21	3	18
gene_8089	0	0	0	34	15	30	21	15	16	5	5	16
gene_809	0	0	0	140	84	155	146	47	52	51	12	62
gene_8090	0	0	0	46	35	59	22	10	13	2	5	19
gene_8091	0	0	0	3	2	5	1	3	3	5	0	3
gene_8092	0	0	0	11	8	10	13	4	5	5	1	3
gene_8093	0	0	0	43	17	51	40	21	9	25	3	20
gene_8094	0	0	0	0	2	0	1	0	4	0	1	0
gene_8095	0	0	0	0	0	0	0	0	0	0	0	0
gene_8096	0	0	0	0	0	0	0	0	0	0	0	0
gene_8097	0	0	0	0	0	0	0	0	0	0	0	0
gene_8098	0	0	0	7	2	3	8	2	5	0	0	0
gene_8099	0	0	0	0	0	0	5	5	4	0	0	3
gene_81	0	0	0	11	2	2	6	5	10	8	4	1
gene_810	0	0	0	4	3	11	3	2	1	0	2	0
gene_8100	0	0	0	0	4	2	1	1	1	0	1	0
gene_8101	0	0	0	15	9	18	13	11	9	1	1	10
gene_8102	0	0	0	0	0	0	0	0	0	0	0	0
gene_8103	0	0	0	3	0	2	1	1	0	0	0	4
gene_8104	0	0	0	21	29	19	17	9	5	5	3	6
gene_8105	0	0	0	0	0	1	2	1	3	1	0	0
gene_8106	0	0	0	2	3	1	0	0	0	0	0	2
gene_8107	0	0	0	23	4	11	18	11	12	0	5	17
gene_8108	0	0	0	4	0	2	0	2	6	0	1	0
gene_8109	0	0	0	0	0	0	0	0	0	0	0	0
gene_811	0	0	0	54	34	62	27	11	10	16	2	12
gene_8110	0	0	0	2	0	4	1	1	0	0	1	2
gene_8111	0	0	0	1	0	4	2	0	1	1	0	1
gene_8112	0	0	0	0	0	0	0	0	0	0	0	0
gene_8113	0	0	0	0	0	0	0	0	0	0	0	0
gene_8114	0	0	0	8	4	2	1	3	4	0	1	3
gene_8115	0	0	0	20	15	20	9	4	8	5	0	11
gene_8116	0	0	0	86	49	80	58	36	33	14	15	37
gene_8117	0	0	0	0	3	2	4	1	0	0	1	1
gene_8118	0	0	0	161	95	160	206	76	109	68	40	108
gene_8119	0	0	0	75	39	69	56	34	31	26	20	35
gene_812	0	0	0	4	0	4	4	3	3	0	0	3
gene_8120	0	0	0	16	8	30	12	9	4	7	2	4
gene_8121	0	0	0	9	1	14	7	0	4	4	0	4
gene_8122	0	0	0	11	4	4	21	31	10	13	3	9
gene_8123	0	0	0	11	5	1	3	3	3	0	1	0
gene_8124	0	0	0	96	50	117	77	29	30	22	12	35
gene_8125	0	0	0	8	7	7	26	17	7	12	9	21
gene_8126	0	0	0	204	88	212	67	37	31	9	7	28
gene_8127	0	0	0	3	2	2	2	1	1	1	0	1
gene_8128	0	0	0	9	3	10	18	19	9	6	5	9
gene_8129	0	0	0	0	3	3	1	2	0	0	0	0
gene_813	0	0	0	21	8	36	16	13	10	8	2	26
gene_8130	0	0	0	87	34	51	75	39	41	36	15	36
gene_8131	0	0	0	12	7	27	16	8	6	10	0	3
gene_8132	0	0	0	9	14	5	7	3	4	7	1	4
gene_8133	0	0	0	134	93	182	198	95	99	55	30	90
