GeneID	GGABG	GGABH	GGABN	GGABO	GGABP	GGABS	GGABT	GGABU	GGABW	GGABX
gene_7465	0	0	0	14	0	0	1	17	2	2
gene_7466	0	0	0	188	35	68	84	251	80	153
gene_7467	0	0	0	1	0	5	0	4	0	0
gene_7468	0	0	0	5	0	0	0	4	3	3
gene_7469	0	0	0	0	0	0	0	0	0	0
gene_747	0	0	0	102	6	15	17	129	44	84
gene_7470	0	0	0	39	1	1	2	19	4	11
gene_7471	0	0	0	36	0	3	4	28	7	18
gene_7472	0	0	0	251	2	3	4	12	2	10
gene_7473	0	0	0	5	1	0	2	1	0	1
gene_7474	0	0	0	0	0	0	0	0	0	0
gene_7475	0	0	0	11	0	1	2	8	1	4
gene_7476	0	0	0	0	0	0	0	0	0	0
gene_7477	0	0	0	0	0	0	0	1	0	0
gene_7478	0	0	0	16	2	0	4	5	0	8
gene_7479	0	0	0	0	0	0	0	0	0	0
gene_748	0	0	0	41	6	2	6	62	20	31
gene_7480	0	0	0	29	0	5	2	20	8	9
gene_7481	0	0	0	3	0	5	0	4	2	2
gene_7482	0	0	0	34	0	9	11	22	8	30
gene_7483	0	0	0	26	0	0	2	18	9	5
gene_7484	0	0	0	8	0	2	0	6	1	0
gene_7485	0	0	0	6	2	1	0	19	5	3
gene_7486	0	0	0	0	0	0	2	2	0	2
gene_7487	0	0	0	0	0	0	0	0	0	0
gene_7488	0	0	0	0	0	0	0	0	0	0
gene_7489	0	0	0	11	0	0	2	39	7	17
gene_749	0	0	0	11	0	1	3	19	10	16
gene_7490	0	0	0	0	0	0	0	0	0	0
gene_7491	0	0	0	61	2	18	2	61	17	38
gene_7492	0	0	0	5	0	0	0	7	3	4
gene_7493	0	0	0	19	0	3	2	36	13	12
gene_7494	0	0	0	14	0	0	0	6	2	5
gene_7495	0	0	0	0	0	0	0	0	0	0
gene_7496	0	0	0	0	0	0	0	0	0	0
gene_7497	0	0	0	118	2	23	17	124	33	89
gene_7498	0	0	0	3	0	0	0	2	0	0
gene_7499	0	0	0	0	0	0	0	0	0	1
gene_75	0	0	0	10	0	6	0	16	0	4
gene_750	0	0	0	0	0	0	0	0	0	0
gene_7500	0	0	0	2	0	0	0	2	1	2
gene_7501	0	0	0	6	2	0	0	2	0	3
gene_7502	0	0	0	0	0	0	0	0	0	0
gene_7503	0	0	0	17	0	2	0	5	6	6
gene_7504	0	0	0	9	3	0	1	4	2	3
gene_7505	0	0	0	5	0	3	2	14	9	14
gene_7506	0	0	0	5	0	0	0	8	3	6
gene_7507	0	0	0	28	1	10	7	11	6	12
gene_7508	0	0	0	52	1	10	3	52	13	21
gene_7509	0	0	0	2	0	0	2	11	2	14
gene_751	0	0	0	3	0	0	0	2	0	5
gene_7510	0	0	0	19	0	0	10	16	2	10
gene_7511	0	0	0	9	1	2	1	40	4	11
gene_7512	0	0	0	0	0	0	0	2	0	2
gene_7513	0	0	0	6	0	5	4	13	5	7
gene_7514	0	0	0	156	8	45	29	157	38	123
gene_7515	0	0	0	6	0	5	0	9	2	9
gene_7516	0	0	0	6	0	0	0	7	1	1
gene_7517	0	0	0	11	0	0	2	13	6	7
gene_7518	0	0	0	6	0	1	0	8	3	9
gene_7519	0	0	0	9	5	4	1	14	5	6
gene_752	0	0	0	2	0	2	0	3	0	6
gene_7520	0	0	0	237	13	40	58	287	83	182
gene_7521	0	0	0	24	3	8	3	38	14	20
gene_7522	0	0	0	14	0	3	1	7	11	10
gene_7523	0	0	0	24	0	12	4	39	12	37
gene_7524	0	0	0	0	0	0	0	3	0	0
gene_7525	0	0	0	1	0	0	1	0	1	3
gene_7526	0	0	0	0	0	0	0	1	1	2
gene_7527	0	0	0	3	0	1	0	3	0	1
gene_7528	0	0	0	1	0	2	4	1	0	0
gene_7529	0	0	0	11	0	8	9	17	4	13
gene_753	0	0	0	22	4	12	1	26	8	24
gene_7530	0	0	0	25	1	1	1	44	5	10
gene_7531	0	0	0	17	1	8	2	7	2	11
gene_7532	0	0	0	7	0	0	3	17	3	14
gene_7533	0	0	0	5	0	0	2	12	3	7
gene_7534	0	0	0	47	1	10	12	30	5	23
gene_7535	0	0	0	9	2	5	1	22	7	9
gene_7536	0	0	0	87	2	7	27	16	5	19
gene_7537	0	0	0	2	0	1	0	13	2	6
gene_7538	0	0	0	2	2	10	1	5	2	12
gene_7539	0	0	0	0	0	0	0	2	0	3
gene_754	0	0	0	10	0	0	1	20	3	10
gene_7540	0	0	0	30	0	12	10	44	16	26
gene_7541	0	0	0	7	0	2	2	9	3	8
gene_7542	0	0	0	43	2	36	36	106	50	94
gene_7543	0	0	0	0	0	3	0	0	1	0
gene_7544	0	0	0	27	2	0	7	26	8	15
gene_7545	0	0	0	1	0	1	4	1	5	13
gene_7546	0	0	0	0	0	0	0	0	0	0
gene_7547	0	0	0	15	0	17	2	9	10	21
gene_7548	0	0	0	12	0	2	0	10	2	5
gene_7549	0	0	0	88	11	14	24	168	50	68
gene_755	0	0	0	9	0	4	2	6	6	7
gene_7550	0	0	0	0	0	0	0	2	0	0
gene_7551	0	0	0	2	1	0	0	8	3	0
gene_7552	0	0	0	6	0	0	0	14	2	12
gene_7553	0	0	0	3	0	0	1	13	5	6
gene_7554	0	0	0	0	0	0	0	0	0	0
gene_7555	0	0	0	48	0	10	9	78	12	16
gene_7556	0	0	0	2	0	4	1	4	0	0
gene_7557	0	0	0	6	0	10	0	12	3	3
gene_7558	0	0	0	3	0	0	0	2	1	3
gene_7559	0	0	0	28	4	2	6	41	8	22
gene_756	0	0	0	31	4	13	12	31	5	19
gene_7560	0	0	0	2	0	1	0	2	1	1
gene_7561	0	0	0	126	5	12	23	104	27	70
gene_7562	0	0	0	0	0	0	0	0	0	0
gene_7563	0	0	0	114	3	25	19	111	33	100
gene_7564	0	0	0	0	0	0	1	0	3	1
gene_7565	0	0	0	5	0	0	0	3	1	0
gene_7566	0	0	0	0	0	0	0	0	0	0
gene_7567	0	0	0	0	0	0	0	0	0	0
gene_7568	0	0	0	0	0	0	0	0	0	0
gene_7569	0	0	0	1	0	0	0	0	0	2
gene_757	0	0	0	0	0	0	0	0	0	0
gene_7570	0	0	0	2	2	3	3	9	4	19
gene_7571	0	0	0	0	0	0	0	0	0	0
gene_7572	0	0	0	22	0	0	8	18	4	13
gene_7573	0	0	0	0	0	0	0	0	0	0
gene_7574	0	0	0	5	0	0	0	5	5	4
gene_7575	0	0	0	2	0	2	0	3	0	1
gene_7576	0	0	0	47	0	4	2	36	14	25
gene_7577	0	0	0	41	0	10	10	40	4	15
gene_7578	0	0	0	0	0	0	0	0	0	0
gene_7579	0	0	0	2	0	0	0	4	1	3
gene_758	0	0	0	1	0	0	0	1	0	1
gene_7580	0	0	0	0	0	0	0	0	0	0
gene_7581	0	0	0	1	0	0	1	2	0	0
gene_7582	0	0	0	0	0	0	2	0	0	0
gene_7583	0	0	0	1	0	1	0	1	2	0
gene_7584	0	0	0	3	2	0	0	4	1	2
gene_7585	0	0	0	13	0	1	4	14	6	9
gene_7586	0	0	0	3	0	3	0	0	0	0
gene_7587	0	0	0	19	7	4	6	23	6	12
gene_7588	0	0	0	3	0	0	0	2	1	2
gene_7589	0	0	0	3	0	0	0	3	1	1
gene_759	0	0	0	26	0	9	2	24	2	2
gene_7590	0	0	0	0	0	0	2	4	1	1
gene_7591	0	0	0	23	2	4	0	12	4	6
gene_7592	0	0	0	0	0	0	0	0	0	0
gene_7593	0	0	0	0	0	0	0	1	0	0
gene_7594	0	0	0	8	0	0	1	10	1	2
gene_7595	0	0	0	3	0	1	0	3	1	0
gene_7596	0	0	0	2	0	0	0	2	2	2
gene_7597	0	0	0	3	0	3	0	10	2	10
gene_7598	0	0	0	23	0	0	4	1	1	2
gene_7599	0	0	0	0	0	0	0	0	0	0
gene_76	0	0	0	2	0	0	0	1	0	1
gene_760	0	0	0	0	0	0	0	0	0	1
gene_7600	0	0	0	0	0	0	0	2	0	0
gene_7601	0	0	0	1	0	0	0	2	0	0
gene_7602	0	0	0	11	0	1	0	11	4	8
gene_7603	0	0	0	13	0	0	1	15	7	12
gene_7604	0	0	0	4	0	0	0	0	0	2
gene_7605	0	0	0	23	6	17	8	47	17	43
gene_7606	0	0	0	12	1	6	0	20	5	17
gene_7607	0	0	0	15	0	1	0	15	2	6
gene_7608	0	0	0	1	0	0	0	0	0	0
gene_7609	0	0	0	1	0	0	0	2	0	0
gene_761	0	0	0	3	0	1	2	10	4	5
gene_7610	0	0	0	16	0	2	0	16	4	3
gene_7611	0	0	0	1	1	11	4	11	20	13
gene_7612	0	0	0	0	0	0	0	0	0	0
gene_7613	0	0	0	10	0	0	5	7	2	8
gene_7614	0	0	0	28	0	3	4	10	5	17
gene_7615	0	0	0	31	3	11	6	23	8	14
gene_7616	0	0	0	11	0	0	0	4	1	5
gene_7617	0	0	0	5	0	1	0	6	1	11
gene_7618	0	0	0	2	0	0	0	8	0	0
gene_7619	0	0	0	30	3	13	7	33	13	17
gene_762	0	0	0	0	0	0	0	0	0	0
gene_7620	0	0	0	15	1	4	7	9	13	14
gene_7621	0	0	0	11	0	2	0	3	3	9
gene_7622	0	0	0	8	1	0	4	13	0	3
gene_7623	0	0	0	0	0	0	0	0	0	0
gene_7624	0	0	0	1	0	0	1	0	0	0
gene_7625	0	0	0	18	0	3	2	26	7	14
gene_7626	0	0	0	2	0	0	0	0	0	4
gene_7627	0	0	0	14	0	6	2	8	4	7
gene_7628	0	0	0	41	1	4	6	44	15	37
gene_7629	0	0	0	1	0	0	0	0	0	0
gene_763	0	0	0	1	0	0	0	0	0	0
gene_7630	0	0	0	0	0	0	0	0	0	0
gene_7631	0	0	0	0	0	0	0	0	0	0
gene_7632	0	0	0	23	0	0	7	22	6	21
gene_7633	0	0	0	5	2	2	5	14	4	8
gene_7634	0	0	0	6	2	4	0	19	7	6
gene_7635	0	0	0	70	2	22	9	84	21	39
gene_7636	0	0	0	64	3	10	11	54	7	33
gene_7637	0	0	0	16	2	9	8	62	8	12
gene_7638	0	0	0	2	0	0	0	1	0	0
gene_7639	0	0	0	34	0	6	9	31	10	29
gene_764	0	0	0	1	0	3	0	0	0	1
gene_7640	0	0	0	133	4	16	9	120	37	51
gene_7641	0	0	0	0	0	0	0	1	0	1
gene_7642	0	0	0	17	2	6	1	23	5	12
gene_7643	0	0	0	1	0	0	0	0	0	0
gene_7644	0	0	0	0	0	0	0	0	0	0
gene_7645	0	0	0	7	0	5	2	7	0	2
gene_7646	0	0	0	14	1	1	3	20	4	22
gene_7647	0	0	0	7	0	0	0	1	4	3
gene_7648	0	0	0	1	0	8	0	1	0	0
gene_7649	0	0	0	9	0	1	3	17	2	6
gene_765	0	0	0	0	0	0	0	0	0	0
gene_7650	0	0	0	10	0	10	2	10	2	8
gene_7651	0	0	0	8	0	1	1	7	4	4
gene_7652	0	0	0	0	0	0	0	0	0	0
gene_7653	0	0	0	0	0	0	0	0	0	2
gene_7654	0	0	0	8	0	0	2	14	1	6
gene_7655	0	0	0	18	1	6	0	12	7	5
gene_7656	0	0	0	3	1	0	1	6	4	2
gene_7657	0	0	0	2	0	0	0	6	1	2
gene_7658	0	0	1	472	16	121	123	432	243	758
gene_7659	0	0	0	0	0	0	0	2	0	1
gene_766	0	0	0	0	0	0	0	0	0	0
gene_7660	0	0	0	4	0	0	0	8	0	0
gene_7661	0	0	0	13	1	7	5	11	5	17
gene_7662	0	0	0	23	0	1	4	29	3	13
gene_7663	0	0	0	31	0	8	1	25	12	13
gene_7664	0	0	0	0	0	0	0	4	0	0
gene_7665	0	0	0	0	0	0	0	1	0	0
gene_7666	0	0	0	3	0	0	0	0	0	0
gene_7667	0	0	0	22	0	0	2	14	6	8
gene_7668	0	0	0	1	0	0	0	11	2	7
gene_7669	0	0	0	2	0	0	2	3	0	1
gene_767	0	0	0	0	0	0	0	0	0	0
gene_7670	0	0	0	0	3	0	3	4	0	6
gene_7671	0	0	0	15	0	8	3	6	2	11
gene_7672	0	0	0	83	3	45	33	252	47	118
gene_7673	0	0	0	21	1	8	8	52	15	48
gene_7674	0	0	0	32	1	28	14	78	31	52
gene_7675	0	0	0	5	0	1	0	19	4	13
gene_7676	0	0	0	13	2	7	4	36	7	25
gene_7677	0	0	0	29	1	2	3	30	11	24
gene_7678	0	0	0	15	0	0	3	14	3	16
gene_7679	0	0	0	14	0	0	2	16	5	11
gene_768	0	0	0	0	0	0	0	2	1	0
gene_7680	0	0	0	38	1	12	8	67	14	42
gene_7681	0	0	0	0	0	0	1	0	0	5
gene_7682	0	0	0	2	0	2	0	5	2	4
gene_7683	0	0	0	3	0	0	2	2	2	1
gene_7684	0	0	0	5	2	0	0	8	1	4
gene_7685	0	0	0	46	1	27	16	99	44	88
gene_7686	0	0	0	0	0	0	0	4	1	1
gene_7687	0	0	0	21	2	1	2	18	4	13
gene_7688	0	0	0	2	0	4	2	12	4	1
gene_7689	0	0	0	0	0	0	0	0	0	0
gene_769	0	0	0	0	0	0	1	2	0	1
gene_7690	0	0	0	0	0	0	0	2	0	0
gene_7691	0	0	0	0	0	0	0	0	0	0
gene_7692	0	0	0	0	0	0	0	0	0	1
gene_7693	0	0	0	8	0	0	1	13	1	5
gene_7694	0	0	0	0	0	0	0	0	0	0
gene_7695	0	0	0	0	0	0	0	0	0	0
gene_7696	0	0	0	13	1	1	7	3	6	3
gene_7697	0	0	0	0	0	0	0	1	0	0
gene_7698	0	0	0	15	0	4	3	30	8	17
gene_7699	0	0	0	2	0	1	2	6	2	2
gene_77	0	0	0	70	4	10	4	58	27	60
gene_770	0	0	0	50	0	27	7	62	13	46
gene_7700	0	0	0	0	0	0	0	0	0	0
gene_7701	0	0	0	127	12	37	26	153	58	144
gene_7702	0	0	0	0	0	1	0	6	4	12
gene_7703	0	0	0	0	0	0	0	1	0	0
gene_7704	0	0	0	250	8	14	9	77	16	32
gene_7705	0	0	0	1	0	0	2	0	0	0
gene_7706	0	0	0	0	0	0	0	0	0	0
gene_7707	0	0	0	8	0	0	0	8	0	4
gene_7708	0	0	0	9	0	0	0	6	3	0
gene_7709	0	0	0	23	0	2	0	16	3	7
gene_771	0	0	0	150	15	31	27	158	39	93
gene_7710	0	0	0	16	0	1	2	50	5	6
gene_7711	0	0	0	2	0	0	0	2	5	0
gene_7712	0	0	0	23	1	9	0	25	5	20
gene_7713	0	0	0	17	0	5	5	18	3	16
gene_7714	0	0	0	1	0	0	0	1	0	3
gene_7715	0	0	0	27	0	1	6	21	5	13
gene_7716	0	0	0	24	1	4	3	39	7	29
gene_7717	0	0	0	4	0	0	0	1	0	1
gene_7718	0	0	0	0	0	0	0	0	0	0
gene_7719	0	0	0	82	8	5	10	33	18	39
gene_772	0	0	0	70	1	22	6	58	19	38
gene_7720	0	0	0	0	0	0	0	0	0	0
gene_7721	0	0	0	0	0	0	0	0	1	0
gene_7722	0	0	0	0	0	0	0	0	0	0
gene_7723	0	0	0	0	0	0	0	0	0	0
gene_7724	0	0	0	114	7	27	19	162	42	118
gene_7725	0	0	0	9	0	0	0	3	0	2
gene_7726	0	0	0	1	0	1	1	17	7	5
gene_7727	0	0	0	2	0	0	0	0	0	0
gene_7728	0	0	0	3	0	2	1	5	2	3
gene_7729	0	0	0	11	0	3	2	15	7	10
gene_773	0	0	0	4	1	0	0	7	1	2
gene_7730	0	0	0	4	0	0	1	5	1	2
gene_7731	0	0	0	3	0	2	3	10	1	1
gene_7732	0	0	0	2	1	0	0	1	0	0
gene_7733	0	0	0	26	0	6	6	39	9	12
gene_7734	0	0	0	0	0	0	0	0	0	0
gene_7735	0	0	0	14	0	4	5	17	4	11
gene_7736	0	0	0	1	0	0	0	0	0	0
gene_7737	0	0	0	3	0	2	0	12	4	8
gene_7738	0	0	0	0	0	0	0	4	1	0
gene_7739	0	0	0	3	0	0	1	0	0	0
gene_774	0	0	0	126	3	26	21	141	43	99
gene_7740	0	0	0	0	0	0	0	0	1	0
gene_7741	0	0	0	5	1	0	1	9	2	6
gene_7742	0	0	0	4	3	1	1	14	1	8
gene_7743	0	0	0	7	0	10	7	81	20	19
gene_7744	0	0	0	137	5	73	62	241	96	288
gene_7745	0	0	0	23	0	7	5	14	12	11
gene_7746	0	0	0	34	7	12	5	26	8	29
gene_7747	0	0	0	44	3	15	3	32	16	29
gene_7748	0	0	0	7	2	3	7	5	6	11
gene_7749	0	0	0	68	5	10	22	79	21	43
gene_775	0	0	0	3	2	5	2	6	4	11
gene_7750	0	0	0	13	0	5	0	19	0	14
gene_7751	0	0	0	34	4	6	2	48	32	31
gene_7752	0	0	0	7	0	2	2	18	2	10
gene_7753	0	0	0	1	0	1	0	0	1	5
gene_7754	0	0	0	23	0	3	11	17	2	8
gene_7755	0	0	0	9	0	0	3	2	1	2
gene_7756	0	0	0	0	0	1	0	3	0	3
gene_7757	0	0	0	23	0	0	1	54	10	14
gene_7758	0	0	0	27	4	4	6	81	15	25
gene_7759	0	0	0	25	0	12	6	31	17	19
gene_776	0	0	0	0	0	1	0	2	0	0
gene_7760	0	0	0	0	0	0	0	0	0	0
gene_7761	0	0	0	0	0	0	0	0	0	0
gene_7762	0	0	0	0	0	0	0	0	0	0
gene_7763	0	0	0	0	0	0	0	0	0	0
gene_7764	0	0	0	0	0	0	0	0	0	0
gene_7765	0	0	0	0	0	0	0	2	0	0
gene_7766	0	0	0	0	0	0	0	0	0	0
gene_7767	0	0	0	0	0	0	0	0	0	3
gene_7768	0	0	0	0	0	0	0	0	0	0
gene_7769	0	0	0	0	0	0	0	0	0	0
gene_777	0	0	0	38	1	10	11	47	11	22
gene_7770	0	0	0	0	0	0	0	0	0	0
gene_7771	0	0	0	6	2	0	3	13	6	10
gene_7772	0	0	0	3	0	0	0	0	2	1
gene_7773	0	0	0	7	0	0	1	5	7	8
gene_7774	0	0	0	1	0	1	0	11	12	6
gene_7775	0	0	0	3	0	2	0	6	2	5
gene_7776	0	0	0	0	0	0	0	1	0	2
gene_7777	0	0	0	13	1	0	2	7	0	3
gene_7778	0	0	0	0	0	0	0	0	0	0
gene_7779	0	0	0	0	0	0	0	0	0	0
gene_778	0	0	0	3	0	0	0	4	0	2
gene_7780	0	0	0	0	0	0	0	0	0	0
gene_7781	0	0	0	0	0	0	0	0	0	0
gene_7782	0	0	0	86	23	49	53	279	122	194
gene_7783	0	0	0	15	1	14	2	20	13	10
gene_7784	0	0	0	92	14	37	39	127	52	63
gene_7785	0	0	0	9	0	4	2	22	7	3
gene_7786	0	0	0	3	0	0	0	2	0	0
gene_7787	0	0	0	4	0	0	2	2	0	2
gene_7788	0	0	0	13	0	3	2	20	9	6
gene_7789	0	0	0	0	0	0	0	1	0	0
gene_779	0	0	0	270	8	51	39	311	53	122
gene_7790	0	0	0	0	0	0	1	0	0	0
gene_7791	0	0	0	99	14	54	33	157	66	104
gene_7792	0	0	0	1	0	0	0	1	0	0
gene_7793	0	0	0	27	1	1	6	37	6	19
gene_7794	0	0	0	24	0	0	1	25	6	11
gene_7795	0	0	0	0	0	0	0	0	0	0
gene_7796	0	0	0	1	0	4	0	1	0	0
gene_7797	0	0	0	0	0	0	0	1	0	0
gene_7798	0	0	0	5	1	6	13	22	13	25
gene_7799	0	0	0	0	0	0	0	0	0	0
gene_78	0	0	0	27	1	4	3	27	3	11
gene_780	0	0	0	24	2	11	13	25	18	24
gene_7800	0	0	0	7	0	3	0	8	0	4
gene_7801	0	0	0	1	0	0	0	0	2	6
gene_7802	0	0	0	17	1	1	8	11	7	16
gene_7803	0	0	0	6	0	3	7	22	9	17
gene_7804	0	0	0	1	1	4	2	5	0	3
gene_7805	0	0	0	0	0	0	0	0	0	0
gene_7806	0	0	0	23	2	18	8	36	19	50
gene_7807	0	0	0	3	1	0	0	7	0	2
gene_7808	0	0	0	7	1	8	2	12	2	1
gene_7809	0	0	0	8	0	2	0	9	8	8
gene_781	0	0	0	8	0	2	1	7	4	12
gene_7810	0	0	0	0	0	0	0	0	0	0
gene_7811	0	0	0	0	0	0	0	0	0	0
gene_7812	0	0	0	0	1	0	0	12	1	10
gene_7813	0	0	0	2	0	3	0	5	1	9
gene_7814	0	0	0	1	0	0	1	12	1	2
gene_7815	0	0	0	0	0	0	0	1	0	0
gene_7816	0	0	0	13	1	1	4	15	1	8
gene_7817	0	0	0	9	0	0	0	10	0	1
gene_7818	0	0	0	4	0	2	2	34	4	22
gene_7819	0	0	0	0	0	0	0	0	0	0
gene_782	0	0	0	21	0	3	7	39	4	26
gene_7820	0	0	0	1	0	0	0	0	0	0
gene_7821	0	0	0	0	0	0	2	2	2	3
gene_7822	0	0	0	13	0	4	0	50	11	7
gene_7823	0	0	0	52	16	32	14	328	37	60
gene_7824	0	0	0	28	0	5	11	33	12	33
gene_7825	0	0	0	25	8	5	8	69	14	67
gene_7826	0	0	0	0	0	0	0	4	1	0
gene_7827	0	0	0	34	2	23	22	74	31	56
gene_7828	0	0	0	0	0	0	0	0	0	0
gene_7829	0	0	0	1	0	0	0	1	2	1
gene_783	0	0	0	5	0	0	1	3	2	3
gene_7830	0	0	0	0	0	0	0	0	0	0
gene_7831	0	0	0	0	0	0	0	0	0	0
gene_7832	0	0	0	0	0	0	0	0	0	0
gene_7833	0	0	0	1	0	3	0	6	0	0
gene_7834	0	0	0	9	0	4	2	2	4	5
gene_7835	0	0	0	0	0	0	0	0	0	0
gene_7836	0	0	0	0	0	0	1	0	0	0
gene_7837	0	0	0	0	0	8	0	3	1	8
gene_7838	0	0	0	54	2	6	5	15	4	18
gene_7839	0	0	0	114	23	45	29	153	51	76
gene_784	0	0	0	0	0	0	0	0	0	0
gene_7840	0	0	0	1	0	0	5	6	2	2
gene_7841	0	0	0	0	0	0	0	0	0	0
gene_7842	0	0	0	0	0	0	0	0	0	0
gene_7843	0	0	0	0	0	0	0	0	0	0
gene_7844	0	0	0	0	0	0	0	0	0	0
gene_7845	0	0	0	0	0	0	0	1	0	1
gene_7846	0	0	0	0	0	0	0	0	0	0
gene_7847	0	0	0	0	0	0	0	0	0	0
gene_7848	0	0	0	0	0	0	0	0	0	0
gene_7849	0	0	0	0	0	0	0	3	1	4
gene_785	0	0	0	0	0	0	0	0	0	0
gene_7850	0	0	0	0	0	0	0	0	0	0
gene_7851	0	0	0	2	0	0	0	7	1	1
gene_7852	0	0	0	0	0	0	0	0	0	0
gene_7853	0	0	0	4	0	0	3	6	5	4
gene_7854	0	0	0	5	0	0	0	8	4	3
gene_7855	0	0	0	0	0	0	0	0	1	0
gene_7856	0	0	0	42	7	25	23	111	28	58
gene_7857	0	0	0	1	0	0	4	0	2	0
gene_7858	0	0	0	6	0	2	0	2	0	3
gene_7859	0	0	0	3	0	1	1	13	2	7
gene_786	0	0	0	4	0	9	3	15	2	3
gene_7860	0	0	0	8	0	0	2	5	2	5
gene_7861	0	0	0	4	1	0	2	1	0	3
gene_7862	0	0	0	38	0	18	8	59	18	37
gene_7863	0	0	0	15	0	7	0	22	12	22
gene_7864	0	0	0	25	0	0	2	22	5	13
gene_7865	0	0	0	0	0	0	0	2	0	0
gene_7866	0	0	0	22	2	1	6	24	5	7
gene_7867	0	0	0	3	0	5	0	19	5	6
gene_7868	0	0	0	48	3	18	3	56	15	48
gene_7869	0	0	0	28	4	6	4	18	20	14
gene_787	0	0	0	23	2	5	4	11	6	13
gene_7870	0	0	0	4	0	5	0	55	5	7
gene_7871	0	0	0	53	0	14	8	50	17	29
gene_7872	0	0	0	25	4	4	3	18	5	20
gene_7873	0	0	0	0	0	0	0	0	0	1
gene_7874	0	0	0	100	7	26	25	127	47	93
gene_7875	0	0	0	74	0	4	1	49	11	19
gene_7876	0	0	0	96	3	31	17	152	37	94
gene_7877	0	0	0	9	0	1	0	3	2	5
gene_7878	0	0	0	24	1	2	7	57	13	11
gene_7879	0	0	0	40	1	2	0	15	5	8
gene_788	0	0	0	54	4	11	7	54	8	28
gene_7880	0	0	0	12	0	0	1	52	7	32
gene_7881	0	0	0	6	0	1	1	27	6	8
gene_7882	0	0	0	136	4	23	21	120	41	84
gene_7883	0	0	0	10	0	2	4	21	1	11
gene_7884	0	0	0	4	0	0	0	8	3	3
gene_7885	0	0	0	4	0	0	0	5	0	1
gene_7886	0	0	0	1	0	0	1	1	0	0
gene_7887	0	0	0	0	0	0	0	0	0	0
gene_7888	0	0	0	32	1	5	2	41	7	13
gene_7889	0	0	0	0	0	0	0	0	0	0
gene_789	0	0	0	10	1	9	5	14	8	16
gene_7890	0	0	0	11	1	2	1	20	3	7
gene_7891	0	0	0	3	0	0	0	4	0	6
gene_7892	0	0	0	38	2	2	5	29	7	7
gene_7893	0	0	0	5	0	6	0	2	0	3
gene_7894	0	0	0	6	0	0	0	2	0	0
gene_7895	0	0	0	0	0	0	0	0	0	0
gene_7896	0	0	0	18	1	0	0	6	1	8
gene_7897	0	0	0	0	0	0	0	0	0	0
gene_7898	0	0	0	13	0	0	2	6	3	7
gene_7899	0	0	0	6	0	2	0	9	1	1
gene_79	0	0	0	10	0	1	6	15	7	10
gene_790	0	0	0	14	4	1	1	19	12	17
gene_7900	0	0	0	13	0	1	0	23	4	5
gene_7901	0	0	0	26	5	9	4	40	13	23
gene_7902	0	0	0	2	0	0	0	4	0	0
gene_7903	0	0	0	0	0	0	1	3	0	0
gene_7904	0	0	0	0	0	0	0	0	0	0
gene_7905	0	0	0	9	3	4	0	17	9	6
gene_7906	0	0	0	0	0	0	0	4	0	0
gene_7907	0	0	0	1	0	0	0	0	0	0
gene_7908	0	0	0	28	0	9	4	21	9	12
gene_7909	0	0	0	51	2	20	11	100	22	43
gene_791	0	0	0	41	4	5	8	46	9	14
gene_7910	0	0	0	0	0	0	0	0	0	0
gene_7911	0	0	0	0	0	0	0	0	0	0
gene_7912	0	0	0	0	0	0	0	1	0	0
gene_7913	0	0	0	33	1	9	3	19	11	20
gene_7914	0	0	0	2	0	7	0	6	1	0
gene_7915	0	0	0	40	2	8	6	77	17	30
gene_7916	0	0	0	6	0	8	9	14	2	14
gene_7917	0	0	0	2	2	0	0	19	0	0
gene_7918	0	0	0	88	5	24	20	76	16	43
gene_7919	0	0	0	0	0	0	0	0	0	0
gene_792	0	0	0	11	1	7	0	12	6	13
gene_7920	0	0	0	3	0	0	0	0	2	0
gene_7921	0	0	0	6	1	2	8	11	3	4
gene_7922	0	0	0	23	0	6	1	31	1	11
gene_7923	0	0	0	76	6	19	12	90	21	40
gene_7924	0	0	0	1	0	0	0	10	0	2
gene_7925	0	0	0	11	0	0	3	10	3	2
gene_7926	0	0	0	6	1	0	3	7	2	6
gene_7927	0	0	0	98	7	22	13	139	26	88
gene_7928	0	0	0	56	1	21	8	59	15	41
gene_7929	0	0	0	23	1	12	8	35	13	19
gene_793	0	0	0	60	5	4	21	69	12	38
gene_7930	0	0	0	0	0	0	0	0	0	0
gene_7931	0	0	0	13	1	3	3	40	7	14
gene_7932	0	0	0	7	0	6	5	17	2	14
gene_7933	0	0	0	36	1	14	0	44	11	25
gene_7934	0	0	0	5	0	2	1	6	1	2
gene_7935	0	0	0	9	0	6	0	19	2	11
gene_7936	0	0	0	2	0	0	0	17	2	1
gene_7937	0	0	0	0	0	0	0	0	0	0
gene_7938	0	0	0	0	0	0	0	0	0	0
gene_7939	0	0	0	3	0	0	1	1	0	1
gene_794	0	0	0	3	0	0	0	4	1	0
gene_7940	0	0	0	6	0	0	2	5	2	10
gene_7941	0	0	0	1	0	0	0	2	2	3
gene_7942	0	0	0	23	0	8	3	39	6	18
gene_7943	0	0	0	2	1	3	0	2	0	3
gene_7944	0	0	0	2	0	0	0	5	0	1
gene_7945	0	0	0	246	18	43	49	329	108	207
gene_7946	0	0	0	0	0	0	0	0	0	0
gene_7947	0	0	0	0	0	0	0	0	0	0
gene_7948	0	0	0	22	0	12	1	22	2	10
gene_7949	0	0	0	20	3	6	3	31	3	13
