GeneID	GGHNY	GGHNZ	GGHOA	GGHOH	GGHON	GGHOO	GGHOP	GGHOS	GGHOT	GGHOB	GGHOC	GGHOG
gene_843	0	0	0	2	0	1	2	0	6	1	3	2
gene_8430	0	0	0	176	30	31	34	258	270	33	95	127
gene_8431	0	0	0	0	1	0	0	0	0	0	1	3
gene_8432	0	0	0	1	0	0	0	0	1	0	0	2
gene_8433	0	0	0	78	76	30	7	56	66	5	18	19
gene_8434	0	0	0	88	51	43	6	54	64	10	11	21
gene_8435	0	0	0	1	0	0	0	0	1	0	0	2
gene_8436	0	0	0	48	26	6	3	30	27	4	8	11
gene_8437	0	0	0	1	2	2	0	3	1	0	2	1
gene_8438	0	0	0	0	0	0	0	0	0	0	0	0
gene_8439	0	0	0	35	27	12	1	22	30	5	18	12
gene_844	0	0	0	4	0	0	0	0	0	0	0	1
gene_8440	0	0	0	21	9	4	1	1	13	1	2	7
gene_8441	0	0	0	4	3	1	1	4	1	0	2	2
gene_8442	0	0	0	0	0	0	0	0	0	0	0	1
gene_8443	0	0	0	1	0	0	1	0	3	0	4	5
gene_8444	0	0	0	0	2	4	0	4	3	0	2	0
gene_8445	0	0	0	0	0	0	0	0	0	0	0	0
gene_8446	0	0	0	2	0	0	0	2	4	0	0	2
gene_8447	0	0	0	52	34	13	7	33	33	11	15	20
gene_8448	0	0	0	5	5	0	0	6	3	0	1	5
gene_8449	0	0	0	15	15	4	0	6	9	2	2	8
gene_845	0	0	0	58	24	37	11	66	82	19	28	44
gene_8450	0	0	0	0	0	0	0	0	0	0	0	0
gene_8451	0	0	0	20	14	15	2	24	26	8	12	14
gene_8452	0	0	0	2	0	0	0	0	0	0	2	1
gene_8453	0	0	0	76	37	30	5	73	89	12	28	29
gene_8454	0	0	0	1	0	0	0	2	0	0	0	0
gene_8455	0	0	0	0	0	0	0	0	0	0	0	0
gene_8456	0	0	0	35	8	15	3	30	26	1	9	8
gene_8457	0	0	0	7	5	6	1	7	3	0	2	1
gene_8458	0	0	0	35	11	8	2	27	37	6	16	27
gene_8459	0	0	0	5	3	2	0	3	7	0	1	0
gene_846	0	0	0	43	28	21	7	32	26	12	15	16
gene_8460	0	0	0	5	2	4	0	6	9	1	2	2
gene_8461	0	0	0	117	75	46	9	41	47	7	20	14
gene_8462	0	0	0	15	5	1	0	16	10	0	4	4
gene_8463	0	0	0	11	7	9	1	10	9	4	3	2
gene_8464	0	0	0	32	13	8	2	26	39	3	13	21
gene_8465	0	0	0	8	3	1	1	10	3	1	2	2
gene_8466	0	0	0	17	2	2	1	10	13	1	1	2
gene_8467	0	0	0	0	0	0	0	0	0	0	0	0
gene_8468	0	0	0	0	0	0	0	0	0	0	0	0
gene_8469	0	0	0	0	0	0	0	0	0	0	0	0
gene_847	0	0	0	22	15	12	2	10	15	3	14	17
gene_8470	0	0	0	3	0	0	1	2	1	0	0	2
gene_8471	0	0	0	4	0	2	0	4	5	0	2	2
gene_8472	0	0	0	255	127	65	37	203	307	28	42	54
gene_8473	0	0	0	6	1	0	0	1	1	0	0	2
gene_8474	0	0	0	1	0	0	1	4	3	0	1	5
gene_8475	0	0	0	0	0	0	0	0	0	0	0	0
gene_8476	0	0	0	10	5	2	0	4	6	0	6	1
gene_8477	0	0	0	9	10	9	1	10	8	4	5	5
gene_8478	0	0	0	0	1	0	0	0	1	0	0	0
gene_8479	0	0	0	9	6	3	0	9	7	2	3	3
gene_848	0	0	0	21	12	6	2	11	28	3	3	15
gene_8480	0	0	0	53	33	28	5	49	74	10	18	20
gene_8481	0	0	0	8	5	0	0	16	9	2	2	3
gene_8482	0	0	0	25	18	8	7	32	31	10	25	27
gene_8483	0	0	0	0	0	0	0	0	0	0	0	0
gene_8484	0	0	0	1	1	0	0	1	0	0	1	0
gene_8485	0	0	0	44	25	19	2	30	38	9	10	20
gene_8486	0	0	0	0	2	0	1	2	2	0	1	0
gene_8487	0	0	0	0	0	0	0	0	0	0	0	0
gene_8488	0	0	0	185	160	63	19	84	108	22	55	42
gene_8489	0	0	0	11	9	9	4	15	21	9	10	6
gene_849	0	0	0	5	5	1	0	7	17	2	4	5
gene_8490	0	0	0	23	11	6	0	16	39	3	13	9
gene_8491	0	0	0	143	94	62	19	76	75	23	40	36
gene_8492	0	0	0	70	44	29	4	48	61	11	8	15
gene_8493	0	0	0	8	3	6	1	9	8	2	6	5
gene_8494	0	0	0	20	18	13	0	12	8	0	1	11
gene_8495	0	0	0	0	0	0	0	0	0	0	0	0
gene_8496	0	0	0	60	34	13	4	30	44	11	12	22
gene_8497	0	0	0	28	21	18	2	19	16	3	10	7
gene_8498	0	0	0	17	3	15	1	2	3	0	0	2
gene_8499	0	0	0	4	5	2	2	5	7	1	1	3
gene_85	0	0	0	1	0	0	0	1	3	0	0	0
gene_850	0	0	0	32	13	2	1	23	32	4	10	17
gene_8500	0	0	0	76	44	34	6	59	44	7	19	28
gene_8501	0	0	0	24	15	21	3	34	43	2	9	15
gene_8502	0	0	0	59	24	37	5	47	45	5	14	38
gene_8503	0	0	0	36	15	20	7	35	31	10	8	25
gene_8504	0	0	0	1	1	0	0	0	1	0	1	0
gene_8505	0	0	0	24	2	7	12	148	105	14	22	32
gene_8506	0	0	0	1	2	3	0	12	11	3	4	7
gene_8507	0	0	0	0	0	0	0	0	0	0	0	0
gene_8508	0	0	0	21	6	6	0	21	19	6	8	10
gene_8509	0	0	0	1	5	0	0	1	0	0	0	0
gene_851	0	0	0	10	0	1	2	1	4	1	2	0
gene_8510	0	0	0	12	16	6	2	22	14	2	9	8
gene_8511	0	0	0	38	15	16	2	34	32	4	16	24
gene_8512	0	0	0	3	7	4	4	16	14	3	5	10
gene_8513	0	0	0	142	75	53	16	167	164	36	66	96
gene_8514	0	0	0	4	2	2	18	38	80	5	29	36
gene_8515	0	0	0	3	3	1	0	2	1	1	3	2
gene_8516	0	0	0	30	13	1	4	26	27	2	12	7
gene_8517	0	0	0	17	14	6	3	10	18	0	2	3
gene_8518	0	0	0	16	1	5	0	0	11	2	5	14
gene_8519	0	0	0	0	0	0	0	0	0	0	0	0
gene_852	0	0	0	0	0	0	0	0	0	0	0	0
gene_8520	0	0	0	21	9	6	0	7	15	3	10	10
gene_8521	0	0	0	0	1	0	0	0	0	0	0	0
gene_8522	0	0	0	15	18	6	3	14	7	8	1	3
gene_8523	0	0	0	65	18	16	4	35	37	6	9	19
gene_8524	0	0	0	42	29	15	15	36	43	6	17	28
gene_8525	0	0	0	35	27	18	6	30	47	9	16	25
gene_8526	0	0	0	1	2	1	0	0	2	0	0	0
gene_8527	0	0	0	7	0	1	1	2	10	2	5	6
gene_8528	0	0	0	0	0	0	0	0	0	0	0	0
gene_8529	0	0	0	0	0	0	0	0	0	0	0	0
gene_853	0	0	0	17	11	18	1	12	16	3	7	12
gene_8530	0	0	0	0	0	0	0	0	0	0	0	0
gene_8531	0	0	0	1	1	0	18	156	133	8	27	32
gene_8532	0	0	0	1	1	1	0	2	3	0	0	0
gene_8533	0	0	0	4	1	3	0	1	0	1	1	4
gene_8534	0	0	0	39	14	13	1	41	25	4	9	14
gene_8535	0	0	0	1	3	3	0	1	4	1	2	2
gene_8536	0	0	0	0	1	0	0	0	0	0	0	0
gene_8537	0	0	0	0	0	0	0	0	0	0	0	0
gene_8538	0	0	0	2	2	0	0	0	0	0	0	0
gene_8539	0	0	0	0	0	2	0	0	1	0	0	0
gene_854	0	0	0	96	43	23	11	49	74	16	33	43
gene_8540	0	0	0	0	0	0	0	0	0	0	0	0
gene_8541	0	0	0	4	1	1	1	4	3	2	1	0
gene_8542	0	0	0	28	11	9	3	39	43	4	7	10
gene_8543	0	0	0	13	8	4	0	10	12	1	4	2
gene_8544	0	0	0	50	26	30	2	18	14	1	10	9
gene_8545	0	0	0	5	2	3	5	10	3	2	3	3
gene_8546	0	0	0	27	11	8	0	10	14	0	5	5
gene_8547	0	0	0	5	7	11	1	25	16	3	1	6
gene_8548	0	0	0	6	2	2	2	11	11	2	2	3
gene_8549	0	0	0	0	1	0	0	2	3	1	0	2
gene_855	0	0	0	67	20	23	11	85	56	20	32	42
gene_8550	0	0	0	0	0	0	2	8	3	2	1	1
gene_8551	0	0	0	0	0	0	0	0	0	0	0	0
gene_8552	0	0	0	35	14	15	4	21	19	2	17	14
gene_8553	0	0	0	46	27	20	5	48	51	2	23	34
gene_8554	0	0	0	13	4	6	2	7	13	5	2	11
gene_8555	0	0	0	6	3	1	1	8	2	5	4	8
gene_8556	0	0	0	4	3	0	0	1	5	0	1	4
gene_8557	0	0	0	6	2	6	1	9	4	2	0	1
gene_8558	0	0	0	0	0	1	0	0	3	0	0	1
gene_8559	0	0	0	21	5	2	0	8	8	2	2	8
gene_856	0	0	0	34	20	15	1	23	33	6	8	20
gene_8560	0	0	0	5	0	0	0	2	5	0	3	2
gene_8561	0	0	0	2	0	0	0	0	1	0	0	0
gene_8562	0	0	0	21	7	8	3	15	22	1	4	17
gene_8563	0	0	0	1	0	0	0	0	0	0	0	0
gene_8564	0	0	0	34	11	21	5	29	24	9	8	13
gene_8565	0	0	0	23	9	10	2	17	26	6	9	14
gene_8566	0	0	0	25	12	13	3	21	30	8	10	11
gene_8567	0	0	0	25	20	4	1	20	17	0	3	10
gene_8568	0	0	0	97	55	40	7	61	67	19	19	50
gene_8569	0	0	0	10	6	4	0	6	12	0	5	4
gene_857	0	0	0	16	8	9	2	22	11	5	13	4
gene_8570	0	0	0	4	1	1	1	9	3	1	1	5
gene_8571	0	0	0	11	5	2	1	6	3	3	0	3
gene_8572	0	0	0	10	4	2	2	2	10	1	9	0
gene_8573	0	0	0	501	302	165	61	668	603	104	251	341
gene_8574	0	0	0	71	70	33	27	182	190	65	102	91
gene_8575	0	0	0	190	134	57	36	372	347	74	196	166
gene_8576	0	0	0	0	0	0	0	0	0	0	0	0
gene_8577	0	0	0	16	16	7	0	5	7	1	4	1
gene_8578	0	0	0	144	57	35	10	105	111	12	42	35
gene_8579	0	0	0	2	2	1	1	4	6	0	2	1
gene_858	0	0	0	54	16	10	2	55	48	13	21	31
gene_8580	0	0	0	23	17	12	1	26	36	2	7	6
gene_8581	0	0	0	5	1	5	1	11	17	1	4	4
gene_8582	0	0	0	13	4	4	2	6	14	1	0	3
gene_8583	0	0	0	4	3	0	0	1	2	0	0	1
gene_8584	0	0	0	15	12	4	0	13	16	5	2	10
gene_8585	0	0	0	10	7	2	0	7	13	3	2	5
gene_8586	0	0	0	2	0	1	0	0	1	1	0	0
gene_8587	0	0	0	5	3	1	0	7	5	3	3	2
gene_8588	0	0	0	5	3	1	1	4	8	1	0	4
gene_8589	0	0	0	24	5	3	5	38	34	5	16	24
gene_859	0	0	0	24	5	7	0	26	20	7	6	8
gene_8590	0	0	0	12	3	3	1	15	18	4	3	6
gene_8591	0	0	0	16	7	3	1	7	14	1	5	9
gene_8592	0	0	0	0	1	2	0	0	1	0	0	0
gene_8593	0	0	0	29	6	9	4	26	27	4	13	17
gene_8594	0	0	0	11	5	5	2	10	14	2	3	6
gene_8595	0	0	0	17	6	2	0	9	23	1	7	3
gene_8596	0	0	0	18	6	14	8	52	41	8	28	25
gene_8597	0	0	0	2	1	1	0	7	5	0	1	2
gene_8598	0	0	0	17	15	5	5	10	15	0	4	16
gene_8599	0	0	0	20	5	7	0	3	6	3	6	6
gene_86	0	0	0	5	4	3	2	12	16	2	1	7
gene_860	0	0	0	13	3	5	8	13	23	6	4	8
gene_8600	0	0	0	0	0	0	0	0	0	0	0	0
gene_8601	0	0	0	56	27	19	3	62	56	7	22	35
gene_8602	0	0	0	67	67	30	9	45	65	12	27	25
gene_8603	0	0	0	0	0	0	0	0	2	0	0	2
gene_8604	0	0	0	24	7	9	2	27	24	2	1	16
gene_8605	0	0	0	0	0	1	0	0	1	0	0	0
gene_8606	0	0	0	19	15	10	2	19	22	2	9	23
gene_8607	0	0	0	1	0	0	0	0	1	1	0	1
gene_8608	0	0	0	21	8	13	2	28	38	7	9	29
gene_8609	0	0	0	10	3	9	2	59	58	8	22	11
gene_861	0	0	0	7	0	3	2	6	4	1	0	3
gene_8610	0	0	0	0	0	0	0	0	0	0	0	0
gene_8611	0	0	0	45	16	15	3	51	68	5	17	29
gene_8612	0	0	0	0	0	0	2	2	1	5	1	0
gene_8613	0	0	0	4	1	1	0	1	7	1	4	3
gene_8614	0	0	0	8	1	1	0	2	4	2	0	0
gene_8615	0	0	0	5	2	0	1	2	8	2	1	3
gene_8616	0	0	0	425	195	94	17	259	294	45	77	141
gene_8617	0	0	0	0	0	1	0	1	1	0	0	1
gene_8618	0	0	0	0	0	0	0	0	0	0	0	0
gene_8619	0	0	0	57	28	18	1	42	45	11	12	25
gene_862	0	0	0	33	12	15	7	48	50	5	13	18
gene_8620	0	0	0	6	2	2	1	4	12	9	9	4
gene_8621	0	0	0	69	25	29	5	67	65	9	31	41
gene_8622	0	0	0	27	17	13	1	30	30	9	13	17
gene_8623	0	0	0	0	0	0	0	0	0	0	0	0
gene_8624	0	0	0	0	0	0	0	0	0	0	0	0
gene_8625	0	0	0	0	4	0	1	6	3	0	0	0
gene_8626	0	0	0	0	0	0	0	0	0	0	0	0
gene_8627	0	0	0	0	0	0	0	0	0	0	0	0
gene_8628	0	0	0	19	19	9	2	13	9	1	4	6
gene_8629	0	0	0	7	0	1	0	0	0	0	0	1
gene_863	0	0	0	32	18	11	1	19	27	4	8	10
gene_8630	0	0	0	2	1	0	1	4	1	0	0	3
gene_8631	0	0	0	30	18	14	0	14	18	6	10	15
gene_8632	0	0	0	35	22	16	6	42	45	8	15	22
gene_8633	0	0	0	0	0	0	0	0	0	0	0	0
gene_8634	0	0	0	0	0	0	0	0	0	0	0	0
gene_8635	0	0	0	0	0	0	0	0	0	0	0	0
gene_8636	0	0	0	0	0	0	0	0	0	0	0	0
gene_8637	0	0	0	0	0	0	0	0	0	0	0	0
gene_8638	0	0	0	1	0	2	0	0	1	0	0	0
gene_8639	0	0	0	0	0	0	0	0	0	0	0	0
gene_864	0	0	0	9	1	7	1	7	5	3	2	9
gene_8640	0	0	0	46	16	9	2	31	21	2	13	27
gene_8641	0	0	0	21	4	7	2	16	15	2	4	16
gene_8642	0	0	0	4	1	1	0	1	2	1	4	10
gene_8643	0	0	0	0	0	0	0	1	0	0	0	0
gene_8644	0	0	0	1	2	0	0	0	0	0	0	0
gene_8645	0	0	0	13	2	7	3	16	14	5	5	9
gene_8646	0	0	0	93	52	46	26	180	207	41	73	89
gene_8647	0	0	0	40	24	7	3	9	7	3	8	9
gene_8648	0	0	0	2	0	0	0	3	3	0	0	0
gene_8649	0	0	0	1	0	0	0	0	1	0	2	0
gene_865	0	0	0	5	8	2	2	9	12	1	8	7
gene_8650	0	0	0	4	2	1	0	0	2	0	0	0
gene_8651	0	0	0	35	34	12	4	13	25	5	16	8
gene_8652	0	0	0	1	0	1	0	3	1	0	0	6
gene_8653	0	0	0	99	52	30	12	62	75	13	25	32
gene_8654	0	0	0	3	0	0	0	2	3	0	0	2
gene_8655	0	0	0	35	26	10	4	21	21	4	11	9
gene_8656	0	0	0	7	8	3	2	11	14	1	2	5
gene_8657	0	0	0	0	0	0	0	0	0	0	0	0
gene_8658	0	0	0	9	1	8	0	1	2	0	0	2
gene_8659	0	0	0	27	5	10	4	23	21	7	3	16
gene_866	0	0	0	47	16	17	12	144	95	34	40	58
gene_8660	0	0	0	1	4	2	0	6	10	0	0	5
gene_8661	0	0	0	0	0	0	0	0	0	0	0	0
gene_8662	0	0	0	9	15	1	0	6	11	2	4	8
gene_8663	0	0	0	1	0	0	0	0	0	0	0	0
gene_8664	0	0	0	36	8	6	25	95	73	42	63	30
gene_8665	0	0	0	9	1	5	2	23	31	7	11	11
gene_8666	0	0	0	4	0	0	0	4	3	0	1	0
gene_8667	0	0	0	98	38	27	9	76	63	20	30	41
gene_8668	0	0	0	0	0	0	0	0	0	0	0	0
gene_8669	0	0	0	19	12	10	2	16	18	4	5	13
gene_867	0	0	0	14	18	7	4	20	24	6	8	12
gene_8670	0	0	0	12	7	11	6	38	21	14	18	25
gene_8671	0	0	0	121	47	33	13	119	92	12	26	67
gene_8672	0	0	0	0	0	0	0	0	0	0	0	0
gene_8673	0	0	0	42	14	7	9	41	60	7	11	17
gene_8674	0	0	0	77	32	23	4	60	72	6	14	35
gene_8675	0	0	0	130	49	27	6	66	78	4	24	23
gene_8676	0	0	0	27	9	2	3	25	18	1	12	7
gene_8677	0	0	0	234	98	68	21	182	153	25	44	98
gene_8678	0	0	0	0	0	0	0	0	0	0	0	0
gene_8679	0	0	0	0	0	0	0	0	0	0	0	0
gene_868	0	0	0	39	29	27	7	35	42	8	18	20
gene_8680	0	0	0	31	6	4	5	20	18	10	6	24
gene_8681	0	0	0	0	0	0	0	0	0	0	0	0
gene_8682	0	0	0	22	4	8	11	25	28	7	14	7
gene_8683	0	0	0	6	2	3	7	35	31	10	24	18
gene_8684	0	0	0	32	14	9	3	29	27	5	7	23
gene_8685	0	0	0	52	32	39	8	59	56	9	16	31
gene_8686	0	0	0	0	0	0	0	0	0	0	0	0
gene_8687	0	0	0	59	46	23	8	74	65	11	20	36
gene_8688	0	0	0	0	0	0	0	0	0	0	0	0
gene_8689	0	0	0	0	0	0	0	0	0	0	0	0
gene_869	0	0	0	34	16	18	6	39	46	6	8	20
gene_8690	0	0	0	11	1	5	2	4	8	0	1	1
gene_8691	0	0	0	3	1	2	2	2	8	1	0	3
gene_8692	0	0	0	0	0	0	0	1	4	0	0	0
gene_8693	0	0	0	7	2	10	2	6	16	3	1	5
gene_8694	0	0	0	0	0	1	0	0	1	0	1	0
gene_8695	0	0	0	2	0	2	0	4	0	0	0	0
gene_8696	0	0	0	9	27	5	0	13	3	0	1	1
gene_8697	0	0	0	3	7	3	1	3	1	0	1	0
gene_8698	0	0	0	2	0	0	0	0	1	0	0	0
gene_8699	0	0	0	0	0	0	0	0	0	0	0	0
gene_87	0	0	0	18	6	1	0	7	8	0	3	0
gene_870	0	0	0	75	36	24	8	33	29	4	14	24
gene_8700	0	0	0	0	0	0	0	0	0	0	0	0
gene_8701	0	0	0	1	1	0	1	0	1	0	0	0
gene_8702	0	0	0	0	0	0	0	0	0	0	0	0
gene_8703	0	0	0	6	2	1	3	2	5	3	0	1
gene_8704	0	0	0	3	1	7	1	8	14	3	3	2
gene_8705	0	0	0	90	98	27	9	75	63	8	20	23
gene_8706	0	0	0	0	2	0	0	0	0	0	0	1
gene_8707	0	0	0	44	36	13	2	34	33	6	18	19
gene_8708	0	0	0	7	2	0	1	5	4	0	0	1
gene_8709	0	0	0	120	37	40	12	102	87	16	28	65
gene_871	0	0	0	17	9	4	1	17	16	8	5	15
gene_8710	0	0	0	0	0	0	0	2	0	0	2	2
gene_8711	0	0	0	151	132	72	15	148	185	19	36	52
gene_8712	0	0	0	6	0	0	0	4	5	1	2	1
gene_8713	0	0	0	150	82	39	12	93	107	24	32	57
gene_8714	0	0	0	12	6	8	1	10	11	5	0	5
gene_8715	0	0	0	36	16	10	2	33	22	8	12	14
gene_8716	0	0	0	5	4	4	0	7	8	2	3	5
gene_8717	0	0	0	16	4	2	3	7	7	0	2	2
gene_8718	0	0	0	20	3	8	3	11	14	2	8	11
gene_8719	0	0	0	46	16	32	12	48	65	12	27	32
gene_872	0	0	0	1	0	0	0	0	5	1	0	0
gene_8720	0	0	0	15	5	1	2	9	16	0	4	3
gene_8721	0	0	0	0	0	0	0	0	0	0	0	0
gene_8722	0	0	0	18	8	12	0	12	14	3	7	12
gene_8723	0	0	0	16	0	6	0	8	2	2	3	7
gene_8724	0	0	0	23	17	6	4	19	27	1	7	11
gene_8725	0	0	0	14	17	5	0	6	8	1	1	3
gene_8726	0	0	0	16	18	7	3	10	23	3	7	20
gene_8727	0	0	0	54	15	18	3	28	31	4	9	10
gene_8728	0	0	0	28	27	14	7	38	29	9	9	11
gene_8729	0	0	0	50	17	16	10	41	49	12	14	18
gene_873	0	0	0	34	18	12	0	21	32	15	14	18
gene_8730	0	0	0	20	4	7	3	18	30	6	11	6
gene_8731	0	0	0	23	10	9	1	12	16	1	18	10
gene_8732	0	0	0	60	20	18	3	71	57	10	14	23
gene_8733	0	0	0	3	0	2	0	4	3	0	1	3
gene_8734	0	0	0	6	2	0	0	6	8	1	0	0
gene_8735	0	0	0	1	2	1	1	1	2	0	0	0
gene_8736	0	0	0	0	0	0	0	0	0	0	0	0
gene_8737	0	0	0	0	0	0	0	0	0	0	0	0
gene_8738	0	0	0	6	1	2	0	5	4	2	0	3
gene_8739	0	0	0	0	0	0	0	0	0	0	0	0
gene_874	0	0	0	68	35	15	5	40	55	5	7	33
gene_8740	0	0	0	0	0	0	0	0	0	0	0	0
gene_8741	0	0	0	0	0	0	0	0	0	0	0	0
gene_8742	0	0	0	0	0	0	0	0	0	0	0	0
gene_8743	0	0	0	0	0	0	0	0	0	0	0	0
gene_8744	0	0	0	0	0	0	0	0	0	0	0	0
gene_8745	0	0	0	0	0	0	0	0	0	0	0	0
gene_8746	0	0	0	23	13	11	3	36	31	5	14	17
gene_8747	0	0	0	0	0	0	0	0	0	0	0	0
gene_8748	0	0	0	28	10	6	3	20	18	5	12	11
gene_8749	0	0	0	26	19	9	1	15	24	5	5	7
gene_875	0	0	0	58	34	21	12	72	78	9	23	35
gene_8750	0	0	0	0	0	0	0	0	0	0	0	0
gene_8751	0	0	0	40	15	7	6	28	40	3	15	29
gene_8752	0	0	0	0	0	1	0	0	0	0	0	0
gene_8753	0	0	0	12	5	9	3	15	20	2	3	15
gene_8754	0	0	0	1	3	1	0	7	8	2	1	2
gene_8755	0	0	0	16	7	7	3	14	20	0	6	6
gene_8756	0	0	0	5	0	0	2	4	2	1	1	1
gene_8757	0	0	0	1	0	0	0	0	0	0	0	0
gene_8758	0	0	0	9	5	8	6	10	10	0	6	6
gene_8759	0	0	0	13	24	9	2	7	14	2	4	3
gene_876	0	0	0	8	12	7	3	25	16	6	8	4
gene_8760	0	0	0	67	42	24	3	34	42	4	12	18
gene_8761	0	0	0	34	19	9	6	40	29	14	15	17
gene_8762	0	0	0	0	0	0	0	0	2	0	1	0
gene_8763	0	0	0	9	5	2	2	26	7	7	9	9
gene_8764	0	0	0	55	16	10	5	35	45	7	10	21
gene_8765	0	0	0	21	12	14	0	13	16	1	3	9
gene_8766	0	0	0	15	8	4	1	13	17	3	3	5
gene_8767	0	0	0	2	4	5	0	1	4	2	1	2
gene_8768	0	0	0	91	36	21	11	59	88	5	18	36
gene_8769	0	0	0	1	0	0	0	0	0	0	0	0
gene_877	0	0	0	0	0	0	0	0	0	0	0	0
gene_8770	0	0	0	13	14	9	0	14	11	0	2	6
gene_8771	0	0	0	11	13	7	0	8	9	0	1	9
gene_8772	0	0	0	64	36	15	4	20	42	13	15	27
gene_8773	0	0	0	2	0	5	1	9	4	1	1	3
gene_8774	0	0	0	30	12	7	2	24	27	3	6	24
gene_8775	0	0	0	26	13	8	3	14	31	4	5	14
gene_8776	0	0	0	5	7	1	0	4	3	3	1	3
gene_8777	0	0	0	20	5	7	1	4	5	1	1	5
gene_8778	0	0	0	15	5	4	3	27	31	4	4	9
gene_8779	0	0	0	24	19	16	1	25	19	1	4	6
gene_878	0	0	0	35	19	26	4	37	42	3	6	25
gene_8780	0	0	0	27	24	14	5	27	33	7	7	19
gene_8781	0	0	0	3	2	0	0	2	1	0	0	1
gene_8782	0	0	0	0	0	0	0	0	0	0	0	0
gene_8783	0	0	0	0	0	0	0	0	0	0	0	0
gene_8784	0	0	0	0	0	0	0	0	0	0	0	0
gene_8785	0	0	0	2	2	2	0	1	2	0	0	0
gene_8786	0	0	0	20	4	5	3	14	24	5	0	14
gene_8787	0	0	0	1	1	2	0	2	4	0	0	0
gene_8788	0	0	0	0	0	0	0	6	3	2	3	6
gene_8789	0	0	0	0	0	0	0	0	0	0	0	0
gene_879	0	0	0	80	47	21	38	245	161	45	75	82
gene_8790	0	0	0	0	0	0	0	0	0	0	0	0
gene_8791	0	0	0	0	0	0	0	0	0	0	0	0
gene_8792	0	0	0	177	76	71	23	106	129	25	63	78
gene_8793	0	0	0	127	55	38	5	73	111	22	38	62
gene_8794	0	0	0	24	10	13	2	33	25	3	15	11
gene_8795	0	0	0	0	0	1	0	0	0	0	0	0
gene_8796	0	0	0	13	9	4	16	36	45	27	34	40
gene_8797	0	0	0	12	5	2	7	22	27	9	11	19
gene_8798	0	0	0	0	0	0	0	0	0	0	0	2
gene_8799	0	0	0	0	0	0	0	0	0	0	0	0
gene_88	0	0	0	9	3	1	0	4	4	2	1	2
gene_880	0	0	0	35	21	14	3	29	59	10	19	18
gene_8800	0	0	0	0	0	0	0	0	0	0	0	0
gene_8801	0	0	0	0	0	0	0	0	0	0	0	0
gene_8802	0	0	0	14	1	3	2	16	9	1	3	10
gene_8803	0	0	0	34	43	31	1	3	7	0	1	9
gene_8804	0	0	0	0	1	0	1	0	0	0	0	0
gene_8805	0	0	0	13	3	5	2	18	20	2	9	14
gene_8806	0	0	0	45	15	12	2	20	29	4	12	19
gene_8807	0	0	0	22	6	4	1	18	19	6	3	12
gene_8808	0	0	0	7	4	0	0	8	13	2	2	3
gene_8809	0	0	0	7	8	3	1	5	4	0	0	2
gene_881	0	0	0	38	24	9	2	28	28	4	10	11
gene_8810	0	0	0	4	3	0	3	0	5	1	1	1
gene_8811	0	0	0	0	0	0	0	0	1	0	0	0
gene_8812	0	0	0	15	4	5	1	41	8	2	5	2
gene_8813	0	0	0	12	5	6	1	5	3	1	1	1
gene_8814	0	0	0	19	15	11	8	26	25	5	22	21
gene_8815	0	0	0	1	3	4	3	0	2	0	1	0
gene_8816	0	0	0	36	12	16	0	14	9	2	8	12
gene_8817	0	0	0	97	62	23	9	74	79	11	26	31
gene_8818	0	0	0	98	31	28	8	62	65	14	24	40
gene_8819	0	0	0	31	16	7	5	20	21	3	4	9
gene_882	0	0	0	75	21	30	11	113	100	33	60	73
gene_8820	0	0	0	53	22	17	5	38	41	5	23	35
gene_8821	0	0	0	6	6	2	1	8	8	0	2	3
gene_8822	0	0	0	112	60	33	15	73	85	24	33	65
gene_8823	0	0	0	2	2	1	3	6	5	1	0	2
gene_8824	0	0	0	60	43	34	19	143	130	19	56	45
gene_8825	0	0	0	50	30	22	6	70	57	10	28	13
gene_8826	0	0	0	19	12	8	4	17	16	2	6	10
gene_8827	0	0	0	3	1	3	0	3	2	1	0	1
gene_8828	0	0	0	12	0	1	0	0	0	0	0	2
gene_8829	0	0	0	16	11	7	0	12	7	5	0	8
gene_883	0	0	0	0	0	1	0	3	3	0	1	0
gene_8830	0	0	0	30	6	3	0	26	18	3	2	14
gene_8831	0	0	0	2	3	4	1	6	3	0	2	5
gene_8832	0	0	0	10	2	3	1	9	14	1	5	10
gene_8833	0	0	0	212	87	60	15	153	182	41	50	110
gene_8834	0	0	0	57	15	24	7	42	56	13	19	32
gene_8835	0	0	0	107	61	22	9	105	141	15	27	35
gene_8836	0	0	0	6	3	4	2	4	10	1	2	6
gene_8837	0	0	0	1	4	0	0	1	1	0	0	1
gene_8838	0	0	0	34	18	23	2	36	47	10	14	20
gene_8839	0	0	0	0	0	0	0	2	0	0	0	0
gene_884	0	0	0	13	10	8	3	34	27	11	8	22
gene_8840	0	0	0	16	4	2	3	14	17	4	6	4
gene_8841	0	0	0	404	179	116	113	544	691	126	264	259
gene_8842	0	0	0	0	0	0	0	0	0	0	0	0
gene_8843	0	0	0	1	0	0	0	0	0	0	0	0
gene_8844	0	0	0	3	0	4	1	8	6	0	0	4
gene_8845	0	0	0	18	14	5	3	23	25	6	4	21
gene_8846	0	0	0	8	1	7	2	4	6	1	5	5
gene_8847	0	0	0	16	3	8	2	4	14	1	8	5
gene_8848	0	0	0	16	4	3	1	4	14	3	1	5
